N,kod,T,HV1,HV10
8420,130,3.1,-102.4,-1083.8
8421,130,3.1,-102.4,-1083.8
8422,130,3.1,-102.4,-1083.8
8423,130,3.1,-102.4,-1083.8
8424,130,3.1,-102.4,-1083.8
8425,130,3.1,-102.4,-1083.8
8426,130,3.1,-102.4,-1083.8
8427,130,3.1,-102.4,-1083.8
8428,130,3.1,-102.4,-1083.8
8429,130,3.1,-102.4,-1083.8
8430,130,3.1,-102.4,-1083.8
8431,130,3.1,-102.4,-1083.8
8432,130,3.1,-102.4,-1083.8
8433,130,3.1,-102.4,-1083.8
8434,130,3.1,-102.4,-1083.8
8435,130,3.1,-102.4,-1083.8
8436,130,3.1,-102.4,-1083.8
8437,130,3.1,-102.4,-1083.8
8438,130,3.1,-102.4,-1083.8
8439,130,3.1,-102.4,-1083.8
8440,130,3.1,-102.4,-1083.8
8441,130,3.1,-102.4,-1083.8
8442,130,3.1,-102.4,-1083.8
8443,130,3.1,-102.4,-1083.8
8444,130,3.1,-102.4,-1083.8
8445,130,3.1,-102.4,-1083.8
8446,130,3.1,-102.4,-1083.8
8447,130,3.1,-102.4,-1083.8
8448,130,3.1,-102.4,-1083.8
8449,130,3.1,-102.4,-1083.8
8450,130,3.1,-102.4,-1083.8
8451,130,3.1,-102.4,-1083.8
8452,130,3.1,-102.4,-1083.8
8453,130,3.1,-102.4,-1083.8
8454,130,3.1,-102.4,-1083.8
8455,130,3.1,-102.4,-1083.8
8456,130,3.1,-102.4,-1083.8
8457,130,3.1,-102.4,-1083.8
8458,130,3.1,-102.4,-1083.8
8459,130,3.1,-102.4,-1083.8
8460,130,3.1,-102.4,-1083.8
8461,130,3.1,-102.4,-1083.8
8462,130,3.1,-102.4,-1083.8
8463,130,3.1,-102.4,-1083.8
8464,130,3.1,-102.4,-1083.8
8465,130,3.1,-102.4,-1083.8
8466,130,3.1,-102.4,-1083.8
8467,130,3.1,-102.4,-1083.8
8468,130,3.1,-102.4,-1083.8
8469,130,3.1,-102.4,-1083.8
8470,130,3.1,-102.4,-1083.8
8471,130,3.1,-102.4,-1083.8
8472,130,3.1,-102.4,-1083.8
8473,130,3.1,-102.4,-1083.8
8474,130,3.1,-102.4,-1083.8
8475,130,3.1,-102.4,-1083.8
8476,130,3.1,-102.4,-1083.8
8477,130,3.1,-102.4,-1083.8
8478,130,3.1,-102.4,-1083.8
8479,130,3.1,-102.4,-1083.8
8480,130,3.1,-102.4,-1083.8
8481,130,3.1,-102.4,-1083.8
8482,130,3.1,-102.4,-1083.8
8483,130,3.1,-102.4,-1083.8
8484,130,3.1,-102.4,-1083.8
8485,130,3.1,-102.4,-1083.8
8486,130,3.1,-102.4,-1083.8
8487,130,3.1,-102.4,-1083.8
8488,130,3.1,-102.4,-1083.8
8489,130,3.1,-102.4,-1083.8
8490,130,3.1,-102.4,-1083.8
8491,130,3.0,-102.0,-1079.2
8492,130,3.0,-102.0,-1079.2
8493,130,3.0,-102.0,-1079.2
8494,130,3.0,-102.0,-1079.2
8495,130,3.0,-102.0,-1079.2
8496,130,3.0,-102.0,-1079.2
8497,130,3.0,-102.0,-1079.2
8498,130,3.0,-102.0,-1079.2
8499,130,3.0,-102.0,-1079.2
8500,130,3.0,-102.0,-1079.2
8501,130,3.0,-102.0,-1079.2
8502,130,3.0,-102.0,-1079.2
8503,130,3.0,-102.0,-1079.2
8504,130,3.0,-102.0,-1079.2
8505,130,3.0,-102.0,-1079.2
8506,130,3.0,-102.0,-1079.2
8507,130,3.0,-102.0,-1079.2
8508,130,3.0,-102.0,-1079.2
8509,130,3.0,-102.0,-1079.2
8510,130,3.0,-102.0,-1079.2
8511,130,3.0,-102.0,-1079.2
8512,130,3.0,-102.0,-1079.2
8513,130,3.0,-102.0,-1079.2
8514,130,3.0,-102.0,-1079.2
8515,130,3.0,-102.0,-1079.2
8516,130,3.0,-102.0,-1079.2
8517,130,3.0,-102.0,-1079.2
8518,130,3.0,-102.0,-1079.2
8519,130,3.0,-102.0,-1079.2
8520,130,3.0,-102.0,-1079.2
8521,130,3.0,-102.0,-1079.2
8522,130,3.0,-102.0,-1079.2
8523,130,3.0,-102.0,-1079.2
8524,130,3.0,-102.0,-1079.2
8525,130,3.0,-102.0,-1079.2
8526,130,3.0,-102.0,-1079.2
8527,130,3.0,-102.0,-1079.2
8528,130,3.0,-102.0,-1079.2
8529,130,3.0,-102.0,-1079.2
8530,130,3.0,-102.0,-1079.2
8531,130,3.0,-102.0,-1079.2
8532,130,3.0,-102.0,-1079.2
8533,130,3.0,-102.0,-1079.2
8534,130,3.0,-102.0,-1079.2
8535,130,3.0,-102.0,-1079.2
8536,130,3.0,-102.0,-1079.2
8537,130,3.0,-102.0,-1079.2
8538,130,3.0,-102.0,-1079.2
8539,130,3.0,-102.0,-1079.2
8540,130,3.0,-102.0,-1079.2
8541,130,3.0,-102.0,-1079.2
8542,130,3.0,-102.0,-1079.2
8543,130,3.0,-102.0,-1079.2
8544,130,3.0,-102.0,-1079.2
8545,130,3.0,-102.0,-1079.2
8546,130,3.0,-102.0,-1079.2
8547,130,3.0,-102.0,-1079.2
8548,130,3.0,-102.0,-1079.2
8549,130,3.0,-102.0,-1079.2
8550,130,3.0,-102.0,-1079.2
8551,130,3.0,-102.0,-1079.2
8552,130,3.0,-102.0,-1079.2
8553,130,3.0,-102.0,-1079.2
8554,130,3.0,-102.0,-1079.2
8555,130,3.0,-102.0,-1079.2
8556,130,3.0,-102.0,-1079.2
8557,130,3.0,-102.0,-1079.2
8558,130,3.0,-102.0,-1079.2
8559,130,3.0,-102.0,-1079.2
8560,130,3.0,-102.0,-1079.2
8561,130,3.0,-102.0,-1079.2
8562,130,3.0,-102.0,-1079.2
8563,130,3.0,-102.0,-1079.2
8564,130,3.0,-102.0,-1079.2
8565,130,3.0,-102.0,-1079.2
8566,130,3.0,-102.0,-1079.2
8567,130,3.0,-102.0,-1079.2
8568,130,3.0,-102.0,-1079.2
8569,130,3.0,-102.0,-1079.2
8570,130,3.0,-102.0,-1079.2
8571,130,3.0,-102.3,-1083.0
8572,130,3.0,-102.3,-1083.0
8573,130,3.0,-102.3,-1083.0
8574,130,3.0,-102.3,-1083.0
8575,130,3.0,-102.3,-1083.0
8576,130,3.0,-102.3,-1083.0
8577,130,3.0,-102.3,-1083.0
8578,130,3.0,-102.3,-1083.0
8579,130,3.0,-102.3,-1083.0
8580,130,3.0,-102.3,-1083.0
8581,130,3.0,-102.3,-1083.0
8582,130,3.0,-102.3,-1083.0
8583,130,3.0,-102.3,-1083.0
8584,130,3.0,-102.3,-1083.0
8585,130,3.0,-102.3,-1083.0
8586,130,3.0,-102.3,-1083.0
8587,130,3.0,-102.3,-1083.0
8588,130,3.0,-102.3,-1083.0
8589,130,3.0,-102.3,-1083.0
8590,130,3.0,-102.3,-1083.0
8591,130,3.0,-102.3,-1083.0
8592,130,3.0,-102.3,-1083.0
8593,130,3.0,-102.3,-1083.0
8594,130,3.0,-102.3,-1083.0
8595,130,3.0,-102.3,-1083.0
8596,130,3.0,-102.3,-1083.0
8597,130,3.0,-102.3,-1083.0
8598,130,3.0,-102.3,-1083.0
8599,130,3.0,-102.3,-1083.0
8600,130,3.0,-102.3,-1083.0
8601,130,3.0,-102.3,-1083.0
8602,130,3.0,-102.3,-1083.0
8603,130,3.0,-102.3,-1083.0
8604,130,3.0,-102.3,-1083.0
8605,130,3.0,-102.3,-1083.0
8606,130,3.0,-102.3,-1083.0
8607,130,3.0,-102.3,-1083.0
8608,130,3.0,-102.3,-1083.0
8609,130,3.0,-102.3,-1083.0
8610,130,3.0,-102.3,-1083.0
8611,130,3.0,-102.3,-1083.0
8612,130,3.0,-102.3,-1083.0
8613,130,3.0,-102.3,-1083.0
8614,130,3.0,-102.3,-1083.0
8615,130,3.0,-102.3,-1083.0
8616,130,3.0,-102.3,-1083.0
8617,130,3.0,-102.3,-1083.0
8618,130,3.0,-102.3,-1083.0
8619,130,3.0,-102.3,-1083.0
8620,130,3.0,-102.3,-1083.0
8621,130,3.0,-102.3,-1083.0
8622,130,3.0,-102.3,-1083.0
8623,130,3.0,-102.3,-1083.0
8624,130,3.0,-102.3,-1083.0
8625,130,3.0,-102.3,-1083.0
8626,130,3.0,-102.3,-1083.0
8627,130,3.0,-102.3,-1083.0
8628,130,3.0,-102.3,-1083.0
8629,130,3.0,-102.3,-1083.0
8630,130,3.0,-102.3,-1083.0
8631,130,3.0,-102.3,-1083.0
8632,130,3.0,-102.3,-1083.0
8633,130,3.0,-102.3,-1083.0
8634,130,3.0,-102.3,-1083.0
8635,130,3.0,-102.3,-1083.0
8636,130,3.0,-102.3,-1083.0
8637,130,3.0,-102.3,-1083.0
8638,130,3.0,-102.3,-1083.0
8639,130,3.0,-102.3,-1083.0
8640,130,3.0,-102.3,-1083.0
8641,130,3.0,-102.3,-1083.0
8642,130,3.0,-102.3,-1083.0
8643,130,3.0,-102.3,-1083.0
8644,130,3.0,-102.3,-1083.0
8645,130,3.0,-102.3,-1083.0
8646,130,3.0,-102.3,-1083.0
8647,130,3.0,-102.3,-1083.0
8648,130,3.0,-102.3,-1083.0
8649,130,3.0,-102.3,-1083.0
8650,130,3.0,-102.3,-1083.0
8651,130,3.0,-102.3,-1083.0
8652,130,3.0,-102.3,-1083.0
8653,130,2.9,-102.0,-1078.9
8654,130,2.9,-102.0,-1078.9
8655,130,2.9,-102.0,-1078.9
8656,130,2.9,-102.0,-1078.9
8657,130,2.9,-102.0,-1078.9
8658,130,2.9,-102.0,-1078.9
8659,130,2.9,-102.0,-1078.9
8660,130,2.9,-102.0,-1078.9
8661,130,2.9,-102.0,-1078.9
8662,130,2.9,-102.0,-1078.9
8663,130,2.9,-102.0,-1078.9
8664,130,2.9,-102.0,-1078.9
8665,130,2.9,-102.0,-1078.9
8666,130,2.9,-102.0,-1078.9
8667,130,2.9,-102.0,-1078.9
8668,130,2.9,-102.0,-1078.9
8669,130,2.9,-102.0,-1078.9
8670,130,2.9,-102.0,-1078.9
8671,130,2.9,-102.0,-1078.9
8672,130,2.9,-102.0,-1078.9
8673,130,2.9,-102.0,-1078.9
8674,130,2.9,-102.0,-1078.9
8675,130,2.9,-102.0,-1078.9
8676,130,2.9,-102.0,-1078.9
8677,130,2.9,-102.0,-1078.9
8678,130,2.9,-102.0,-1078.9
8679,130,2.9,-102.0,-1078.9
8680,130,2.9,-102.0,-1078.9
8681,130,2.9,-102.0,-1078.9
8682,130,2.9,-102.0,-1078.9
8683,130,2.9,-102.0,-1078.9
8684,130,2.9,-102.0,-1078.9
8685,130,2.9,-102.0,-1078.9
8686,130,2.9,-102.0,-1078.9
8687,130,2.9,-102.0,-1078.9
8688,130,2.9,-102.0,-1078.9
8689,130,2.9,-102.0,-1078.9
8690,130,2.9,-102.0,-1078.9
8691,130,2.9,-102.0,-1078.9
8692,130,2.9,-102.0,-1078.9
8693,130,2.9,-102.0,-1078.9
8694,130,2.9,-102.0,-1078.9
8695,130,2.9,-102.0,-1078.9
8696,130,2.9,-102.0,-1078.9
8697,130,2.9,-102.0,-1078.9
8698,130,2.9,-102.0,-1078.9
8699,130,2.9,-102.0,-1078.9
8700,130,2.9,-102.0,-1078.9
8701,130,2.9,-102.0,-1078.9
8702,130,2.9,-102.0,-1078.9
8703,130,2.9,-102.0,-1078.9
8704,130,2.9,-102.0,-1078.9
8705,130,2.9,-102.0,-1078.9
8706,130,2.9,-102.0,-1078.9
8707,130,2.9,-102.0,-1078.9
8708,130,2.9,-102.0,-1078.9
8709,130,2.9,-102.0,-1078.9
8710,130,2.9,-102.0,-1078.9
8711,130,2.9,-102.0,-1078.9
8712,130,2.9,-102.0,-1078.9
8713,130,2.9,-102.0,-1078.9
8714,130,2.9,-102.0,-1078.9
8715,130,2.9,-102.0,-1078.9
8716,130,2.9,-102.0,-1078.9
8717,130,2.9,-102.0,-1078.9
8718,130,2.9,-102.0,-1078.9
8719,130,2.9,-102.0,-1078.9
8720,130,2.9,-102.0,-1078.9
8721,130,2.9,-102.0,-1078.9
8722,130,2.9,-102.0,-1078.9
8723,130,2.9,-102.0,-1078.9
8724,130,2.9,-102.0,-1078.9
8725,130,2.9,-102.0,-1078.9
8726,130,2.9,-102.0,-1078.9
8727,130,2.9,-102.0,-1078.9
8728,130,2.9,-102.0,-1078.9
8729,130,2.9,-102.0,-1078.9
8730,130,2.9,-102.0,-1078.9
8731,130,2.9,-102.0,-1078.9
8732,130,2.9,-102.0,-1078.9
8733,130,2.9,-102.0,-1078.9
8734,130,2.9,-102.0,-1078.9
8735,130,2.9,-102.0,-1078.9
8736,130,2.9,-102.0,-1078.9
8737,130,2.9,-102.0,-1078.9
8738,130,2.9,-102.0,-1078.9
8739,130,2.9,-102.0,-1078.9
8740,130,2.9,-102.0,-1078.9
8741,130,3.0,-102.3,-1082.6
8742,130,3.0,-102.3,-1082.6
8743,130,3.0,-102.3,-1082.6
8744,130,3.0,-102.3,-1082.6
8745,130,3.0,-102.3,-1082.6
8746,130,3.0,-102.3,-1082.6
8747,130,3.0,-102.3,-1082.6
8748,130,3.0,-102.3,-1082.6
8749,130,3.0,-102.3,-1082.6
8750,130,3.0,-102.3,-1082.6
8751,130,3.0,-102.3,-1082.6
8752,130,3.0,-102.3,-1082.6
8753,130,3.0,-102.3,-1082.6
8754,130,3.0,-102.3,-1082.6
8755,130,3.0,-102.3,-1082.6
8756,130,3.0,-102.3,-1082.6
8757,130,3.0,-102.3,-1082.6
8758,130,3.0,-102.3,-1082.6
8759,130,3.0,-102.3,-1082.6
8760,130,3.0,-102.3,-1082.6
8761,130,3.0,-102.3,-1082.6
8762,130,3.0,-102.3,-1082.6
8763,130,3.0,-102.3,-1082.6
8764,130,3.0,-102.3,-1082.6
8765,130,3.0,-102.3,-1082.6
8766,130,3.0,-102.3,-1082.6
8767,130,3.0,-102.3,-1082.6
8768,130,3.0,-102.3,-1082.6
8769,130,3.0,-102.3,-1082.6
8770,130,3.0,-102.3,-1082.6
8771,130,3.0,-102.3,-1082.6
8772,130,3.0,-102.3,-1082.6
8773,130,3.0,-102.3,-1082.6
8774,130,3.0,-102.3,-1082.6
8775,130,3.0,-102.3,-1082.6
8776,130,3.0,-102.3,-1082.6
8777,130,3.0,-102.3,-1082.6
8778,130,3.0,-102.3,-1082.6
8779,130,3.0,-102.3,-1082.6
8780,130,3.0,-102.3,-1082.6
8781,130,3.0,-102.3,-1082.6
8782,130,3.0,-102.3,-1082.6
8783,130,3.0,-102.3,-1082.6
8784,130,3.0,-102.3,-1082.6
8785,130,3.0,-102.3,-1082.6
8786,130,3.0,-102.3,-1082.6
8787,130,3.0,-102.3,-1082.6
8788,130,3.0,-102.3,-1082.6
8789,130,3.0,-102.3,-1082.6
8790,130,3.0,-102.3,-1082.6
8791,130,3.0,-102.3,-1082.6
8792,130,3.0,-102.3,-1082.6
8793,130,3.0,-102.3,-1082.6
8794,130,3.0,-102.3,-1082.6
8795,130,3.0,-102.3,-1082.6
8796,130,3.0,-102.3,-1082.6
8797,130,3.0,-102.3,-1082.6
8798,130,3.0,-102.3,-1082.6
8799,130,3.0,-102.3,-1082.6
8800,130,3.0,-102.3,-1082.6
8801,130,3.0,-102.3,-1082.6
8802,130,3.0,-102.3,-1082.6
8803,130,3.0,-102.3,-1082.6
8804,130,3.0,-102.3,-1082.6
8805,130,3.0,-102.3,-1082.6
8806,130,3.0,-102.3,-1082.6
8807,130,3.0,-102.3,-1082.6
8808,130,3.0,-102.3,-1082.6
8809,130,3.0,-102.3,-1082.6
8810,130,3.0,-102.3,-1082.6
8811,130,3.0,-102.3,-1082.6
8812,130,3.0,-102.3,-1082.6
8813,130,3.0,-102.3,-1082.6
8814,130,3.0,-102.3,-1082.6
8815,130,3.0,-102.3,-1082.6
8816,130,3.0,-102.3,-1082.6
8817,130,3.0,-102.3,-1082.6
8818,130,3.0,-102.3,-1082.6
8819,130,3.0,-102.3,-1082.6
8820,130,3.0,-102.3,-1082.6
8821,130,3.0,-102.3,-1082.6
8822,130,3.0,-102.3,-1082.6
8823,130,3.0,-102.3,-1082.6
8824,130,3.0,-102.3,-1082.6
8825,130,3.0,-102.3,-1082.6
8826,130,3.0,-102.3,-1082.6
8827,130,3.0,-102.3,-1082.6
8828,130,3.0,-102.3,-1082.6
8829,130,2.9,-102.4,-1083.3
8830,130,2.9,-102.4,-1083.3
8831,130,2.9,-102.4,-1083.3
8832,130,2.9,-102.4,-1083.3
8833,130,2.9,-102.4,-1083.3
8834,130,2.9,-102.4,-1083.3
8835,130,2.9,-102.4,-1083.3
8836,130,2.9,-102.4,-1083.3
8837,130,2.9,-102.4,-1083.3
8838,130,2.9,-102.4,-1083.3
8839,130,2.9,-102.4,-1083.3
8840,130,2.9,-102.4,-1083.3
8841,130,2.9,-102.4,-1083.3
8842,130,2.9,-102.4,-1083.3
8843,130,2.9,-102.4,-1083.3
8844,130,2.9,-102.4,-1083.3
8845,130,2.9,-102.4,-1083.3
8846,130,2.9,-102.4,-1083.3
8847,130,2.9,-102.4,-1083.3
8848,130,2.9,-102.4,-1083.3
8849,130,2.9,-102.4,-1083.3
8850,130,2.9,-102.4,-1083.3
8851,130,2.9,-102.4,-1083.3
8852,130,2.9,-102.4,-1083.3
8853,130,2.9,-102.4,-1083.3
8854,130,2.9,-102.4,-1083.3
8855,130,2.9,-102.4,-1083.3
8856,130,2.9,-102.4,-1083.3
8857,130,2.9,-102.4,-1083.3
8858,130,2.9,-102.4,-1083.3
8859,130,2.9,-102.4,-1083.3
8860,130,2.9,-102.4,-1083.3
8861,130,2.9,-102.4,-1083.3
8862,130,2.9,-102.4,-1083.3
8863,130,2.9,-102.4,-1083.3
8864,130,2.9,-102.4,-1083.3
8865,130,2.9,-102.4,-1083.3
8866,130,2.9,-102.4,-1083.3
8867,130,2.9,-102.4,-1083.3
8868,130,2.9,-102.4,-1083.3
8869,130,2.9,-102.4,-1083.3
8870,130,2.9,-102.4,-1083.3
8871,130,2.9,-102.4,-1083.3
8872,130,2.9,-102.4,-1083.3
8873,130,2.9,-102.4,-1083.3
8874,130,2.9,-102.4,-1083.3
8875,130,2.9,-102.4,-1083.3
8876,130,2.9,-102.4,-1083.3
8877,130,2.9,-102.4,-1083.3
8878,130,2.9,-102.4,-1083.3
8879,130,2.9,-102.4,-1083.3
8880,130,2.9,-102.4,-1083.3
8881,130,2.9,-102.4,-1083.3
8882,130,2.9,-102.4,-1083.3
8883,130,2.9,-102.4,-1083.3
8884,130,2.9,-102.4,-1083.3
8885,130,2.9,-102.4,-1083.3
8886,130,2.9,-102.4,-1083.3
8887,130,2.9,-102.4,-1083.3
8888,130,2.9,-102.4,-1083.3
8889,130,2.9,-102.4,-1083.3
8890,130,2.9,-102.4,-1083.3
8891,130,2.9,-102.4,-1083.3
8892,130,2.9,-102.4,-1083.3
8893,130,2.9,-102.4,-1083.3
8894,130,2.9,-102.4,-1083.3
8895,130,2.9,-102.4,-1083.3
8896,130,2.9,-102.4,-1083.3
8897,130,2.9,-102.4,-1083.3
8898,130,2.9,-102.4,-1083.3
8899,130,2.9,-102.4,-1083.3
8900,130,2.9,-102.4,-1083.3
8901,130,2.9,-102.4,-1083.3
8902,130,2.9,-102.4,-1083.3
8903,130,2.9,-102.4,-1083.3
8904,130,2.9,-102.4,-1083.3
8905,130,2.9,-102.4,-1083.3
8906,130,2.9,-102.4,-1083.3
8907,130,2.9,-102.4,-1083.3
8908,130,2.9,-102.4,-1083.3
8909,130,2.9,-102.4,-1083.3
8910,130,2.9,-102.4,-1083.3
8911,130,2.9,-102.4,-1083.3
8912,130,2.9,-102.4,-1083.3
8913,130,2.8,-102.4,-1083.9
8914,130,2.8,-102.4,-1083.9
8915,130,2.8,-102.4,-1083.9
8916,130,2.8,-102.4,-1083.9
8917,130,2.8,-102.4,-1083.9
8918,130,2.8,-102.4,-1083.9
8919,130,2.8,-102.4,-1083.9
8920,130,2.8,-102.4,-1083.9
8921,130,2.8,-102.4,-1083.9
8922,130,2.8,-102.4,-1083.9
8923,130,2.8,-102.4,-1083.9
8924,130,2.8,-102.4,-1083.9
8925,130,2.8,-102.4,-1083.9
8926,130,2.8,-102.4,-1083.9
8927,130,2.8,-102.4,-1083.9
8928,130,2.8,-102.4,-1083.9
8929,130,2.8,-102.4,-1083.9
8930,130,2.8,-102.4,-1083.9
8931,130,2.8,-102.4,-1083.9
8932,130,2.8,-102.4,-1083.9
8933,130,2.8,-102.4,-1083.9
8934,130,2.8,-102.4,-1083.9
8935,130,2.8,-102.4,-1083.9
8936,130,2.8,-102.4,-1083.9
8937,130,2.8,-102.4,-1083.9
8938,130,2.8,-102.4,-1083.9
8939,130,2.8,-102.4,-1083.9
8940,130,2.8,-102.4,-1083.9
8941,130,2.8,-102.4,-1083.9
8942,130,2.8,-102.4,-1083.9
8943,130,2.8,-102.4,-1083.9
8944,130,2.8,-102.4,-1083.9
8945,130,2.8,-102.4,-1083.9
8946,130,2.8,-102.4,-1083.9
8947,130,2.8,-102.4,-1083.9
8948,130,2.8,-102.4,-1083.9
8949,130,2.8,-102.4,-1083.9
8950,130,2.8,-102.4,-1083.9
8951,130,2.8,-102.4,-1083.9
8952,130,2.8,-102.4,-1083.9
8953,130,2.8,-102.4,-1083.9
8954,130,2.8,-102.4,-1083.9
8955,130,2.8,-102.4,-1083.9
8956,130,2.8,-102.4,-1083.9
8957,130,2.8,-102.4,-1083.9
8958,130,2.8,-102.4,-1083.9
8959,130,2.8,-102.4,-1083.9
8960,130,2.8,-102.4,-1083.9
8961,130,2.8,-102.4,-1083.9
8962,130,2.8,-102.4,-1083.9
8963,130,2.8,-102.4,-1083.9
8964,130,2.8,-102.4,-1083.9
8965,130,2.8,-102.4,-1083.9
8966,130,2.8,-102.4,-1083.9
8967,130,2.8,-102.4,-1083.9
8968,130,2.8,-102.4,-1083.9
8969,130,2.8,-102.4,-1083.9
8970,130,2.8,-102.4,-1083.9
8971,130,2.8,-102.4,-1083.9
8972,130,2.8,-102.4,-1083.9
8973,130,2.8,-102.4,-1083.9
8974,130,2.8,-102.4,-1083.9
8975,130,2.8,-102.4,-1083.9
8976,130,2.8,-102.4,-1083.9
8977,130,2.8,-102.4,-1083.9
8978,130,2.8,-102.4,-1083.9
8979,130,2.8,-102.4,-1083.9
8980,130,2.8,-102.4,-1083.9
8981,130,2.8,-102.4,-1083.9
8982,130,2.8,-102.4,-1083.9
8983,130,2.8,-102.4,-1083.9
8984,130,2.8,-102.4,-1083.9
8985,130,2.8,-102.4,-1083.9
8986,130,2.8,-102.4,-1083.9
8987,130,2.8,-102.4,-1083.9
8988,130,2.8,-102.4,-1083.9
8989,130,2.8,-102.4,-1083.8
8990,130,2.8,-102.4,-1083.8
8991,130,2.8,-102.4,-1083.8
8992,130,2.8,-102.4,-1083.8
8993,130,2.8,-102.4,-1083.8
8994,130,2.8,-102.4,-1083.8
8995,130,2.8,-102.4,-1083.8
8996,130,2.8,-102.4,-1083.8
8997,130,2.8,-102.4,-1083.8
8998,130,2.8,-102.4,-1083.8
8999,130,2.8,-102.4,-1083.8
9000,130,2.8,-102.4,-1083.8
9001,130,2.8,-102.4,-1083.8
9002,130,2.8,-102.4,-1083.8
9003,130,2.8,-102.4,-1083.8
9004,130,2.8,-102.4,-1083.8
9005,130,2.8,-102.4,-1083.8
9006,130,2.8,-102.4,-1083.8
9007,130,2.8,-102.4,-1083.8
9008,130,2.8,-102.4,-1083.8
9009,130,2.8,-102.4,-1083.8
9010,130,2.8,-102.4,-1083.8
9011,130,2.8,-102.4,-1083.8
9012,130,2.8,-102.4,-1083.8
9013,130,2.8,-102.4,-1083.8
9014,130,2.8,-102.4,-1083.8
9015,130,2.8,-102.4,-1083.8
9016,130,2.8,-102.4,-1083.8
9017,130,2.8,-102.4,-1083.8
9018,130,2.8,-102.4,-1083.8
9019,130,2.8,-102.4,-1083.8
9020,130,2.8,-102.4,-1083.8
9021,130,2.8,-102.4,-1083.8
9022,130,2.8,-102.4,-1083.8
9023,130,2.8,-102.4,-1083.8
9024,130,2.8,-102.4,-1083.8
9025,130,2.8,-102.4,-1083.8
9026,130,2.8,-102.4,-1083.8
9027,130,2.8,-102.4,-1083.8
9028,130,2.8,-102.4,-1083.8
9029,130,2.8,-102.4,-1083.8
9030,130,2.8,-102.4,-1083.8
9031,130,2.8,-102.4,-1083.8
9032,130,2.8,-102.4,-1083.8
9033,130,2.8,-102.4,-1083.8
9034,130,2.8,-102.4,-1083.8
9035,130,2.8,-102.4,-1083.8
9036,130,2.8,-102.4,-1083.8
9037,130,2.8,-102.4,-1083.8
9038,130,2.8,-102.4,-1083.8
9039,130,2.8,-102.4,-1083.8
9040,130,2.8,-102.4,-1083.8
9041,130,2.8,-102.4,-1083.8
9042,130,2.8,-102.4,-1083.8
9043,130,2.8,-102.4,-1083.8
9044,130,2.8,-102.4,-1083.8
9045,130,2.8,-102.4,-1083.8
9046,130,2.8,-102.4,-1083.8
9047,130,2.8,-102.4,-1083.8
9048,130,2.8,-102.4,-1083.8
9049,130,2.8,-102.4,-1083.8
9050,130,2.8,-102.4,-1083.8
9051,130,2.5,-102.0,-1079.3
9052,130,2.5,-102.0,-1079.3
9053,130,2.5,-102.0,-1079.3
9054,130,2.5,-102.0,-1079.3
9055,130,2.5,-102.0,-1079.3
9056,130,2.5,-102.0,-1079.3
9057,130,2.5,-102.0,-1079.3
9058,130,2.5,-102.0,-1079.3
9059,130,2.5,-102.0,-1079.3
9060,130,2.5,-102.0,-1079.3
9061,130,2.5,-102.0,-1079.3
9062,130,2.5,-102.0,-1079.3
9063,130,2.5,-102.0,-1079.3
9064,130,2.5,-102.0,-1079.3
9065,130,2.5,-102.0,-1079.3
9066,130,2.5,-102.0,-1079.3
9067,130,2.5,-102.0,-1079.3
9068,130,2.5,-102.0,-1079.3
9069,130,2.5,-102.0,-1079.3
9070,130,2.5,-102.0,-1079.3
9071,130,2.5,-102.0,-1079.3
9072,130,2.5,-102.0,-1079.3
9073,130,2.5,-102.0,-1079.3
9074,130,2.5,-102.0,-1079.3
9075,130,2.5,-102.0,-1079.3
9076,130,2.5,-102.0,-1079.3
9077,130,2.5,-102.0,-1079.3
9078,130,2.5,-102.0,-1079.3
9079,130,2.5,-102.0,-1079.3
9080,130,2.5,-102.0,-1079.3
9081,130,2.5,-102.0,-1079.3
9082,130,2.5,-102.0,-1079.3
9083,130,2.5,-102.0,-1079.3
9084,130,2.5,-102.0,-1079.3
9085,130,2.5,-102.0,-1079.3
9086,130,2.5,-102.0,-1079.3
9087,130,2.5,-102.0,-1079.3
9088,130,2.5,-102.0,-1079.3
9089,130,2.5,-102.0,-1079.3
9090,130,2.5,-102.0,-1079.3
9091,130,2.5,-102.0,-1079.3
9092,130,2.5,-102.0,-1079.3
9093,130,2.5,-102.0,-1079.3
9094,130,2.5,-102.0,-1079.3
9095,130,2.5,-102.0,-1079.3
9096,130,2.5,-102.0,-1079.3
9097,130,2.5,-102.0,-1079.3
9098,130,2.5,-102.0,-1079.3
9099,130,2.5,-102.0,-1079.3
9100,130,2.5,-102.0,-1079.3
9101,130,2.5,-102.0,-1079.3
9102,130,2.5,-102.0,-1079.3
9103,130,2.5,-102.0,-1079.3
9104,130,2.5,-102.0,-1079.3
9105,130,2.5,-102.0,-1079.3
9106,130,2.5,-102.0,-1079.3
9107,130,2.5,-102.0,-1079.3
9108,130,2.5,-102.0,-1079.3
9109,130,2.5,-102.0,-1079.3
9110,130,2.5,-102.0,-1079.3
9111,130,2.5,-102.0,-1079.3
9112,130,2.5,-102.0,-1079.3
9113,130,2.5,-102.0,-1079.3
9114,130,2.5,-102.0,-1079.3
9115,130,2.5,-102.0,-1079.3
9116,130,2.5,-102.0,-1079.3
9117,130,2.5,-101.8,-1077.0
9118,130,2.5,-101.8,-1077.0
