EID,Data,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
2208,2012-03-13,18:58:53,L,1,0,238,238,238,238
2209,2012-03-13,18:59:26,L,5,1445,242,241,242,241
2210,2012-03-13,18:59:26,L,1,0,238,238,239,238
2211,2012-03-13,18:59:30,E,5,566,241,241,472,241
2212,2012-03-13,18:59:30,L,1,0,242,242,243,242
2213,2012-03-13,18:59:35,L,5,998,242,242,472,242
2214,2012-03-13,18:59:35,L,1,0,241,242,242,241
2215,2012-03-13,19:00:38,E,5,825,242,242,472,242
2216,2012-03-13,19:00:38,L,1,0,241,242,242,241
2217,2012-03-13,19:01:10,L,4,1403,240,241,472,240
2218,2012-03-13,19:01:10,L,1,0,242,242,242,242
2219,2012-03-13,19:02:08,L,4,1969,240,240,241,240
2220,2012-03-13,19:02:08,L,1,0,238,238,238,238
2221,2012-03-13,19:03:48,L,4,1367,241,241,472,241
2222,2012-03-13,19:03:48,L,1,0,241,241,242,241
2223,2012-03-13,19:03:53,L,5,914,240,239,472,239
2224,2012-03-13,19:03:54,L,1,0,242,241,242,241
2225,2012-03-13,19:04:27,L,4,723,242,242,472,242
2226,2012-03-13,19:04:28,L,1,0,241,241,242,241
2227,2012-03-13,19:04:39,L,4,1097,243,472,472,243
2228,2012-03-13,19:04:39,L,1,0,241,241,242,241
2229,2012-03-13,19:05:05,L,4,1447,242,243,472,242
2230,2012-03-13,19:05:05,L,1,0,241,241,242,241
2231,2012-03-13,19:05:58,L,5,1539,243,472,472,243
2232,2012-03-13,19:05:58,L,1,0,242,241,242,241
2233,2012-03-13,19:07:07,L,5,1215,242,242,243,242
2234,2012-03-13,19:07:07,L,1,0,241,241,242,241
2235,2012-03-13,19:08:41,L,5,1523,240,240,472,240
2236,2012-03-13,19:08:41,L,1,0,242,242,242,242
2237,2012-03-13,19:08:57,L,5,1595,241,241,472,241
2238,2012-03-13,19:08:58,L,1,0,242,241,242,241
2239,2012-03-13,19:11:01,L,5,1552,243,243,244,243
2240,2012-03-13,19:11:01,L,1,0,242,242,242,242
2241,2012-03-13,19:12:27,E,11,673,243,241,241,241
2242,2012-03-13,19:12:27,L,1,0,242,241,242,241
2243,2012-03-13,19:12:50,L,5,2746,241,241,241,241
2244,2012-03-13,19:12:50,L,1,0,242,242,242,242
2245,2012-03-13,19:12:53,L,4,1006,241,472,472,241
2246,2012-03-13,19:12:53,L,1,0,238,238,238,238
2247,2012-03-13,19:14:00,L,4,1470,241,243,472,241
2248,2012-03-13,19:14:00,L,1,0,241,242,242,241
2249,2012-03-13,19:15:36,L,4,2093,243,243,244,243
2250,2012-03-13,19:15:36,L,1,0,238,238,238,238
2251,2012-03-13,19:18:59,L,4,1147,242,472,472,242
2252,2012-03-13,19:18:59,L,1,0,242,241,242,241
2253,2012-03-13,19:19:52,L,5,1073,240,240,241,240
2254,2012-03-13,19:19:53,L,1,0,242,241,242,241
2255,2012-03-13,19:19:53,L,4,1440,240,238,472,238
2256,2012-03-13,19:19:54,L,1,0,242,242,242,242
2257,2012-03-13,19:19:58,L,5,2366,242,242,242,242
2258,2012-03-13,19:19:58,L,1,0,238,238,238,238
2259,2012-03-13,19:21:00,L,6,2291,243,243,243,243
2260,2012-03-13,19:21:00,L,1,0,242,242,242,242
2261,2012-03-13,19:21:24,L,4,1377,241,241,472,241
2262,2012-03-13,19:21:24,L,1,0,242,242,242,242
2263,2012-03-13,19:21:52,L,5,1775,240,240,241,240
2264,2012-03-13,19:21:53,L,1,0,242,242,242,242
2265,2012-03-13,19:22:13,L,5,1382,241,241,472,241
2266,2012-03-13,19:22:13,L,1,0,241,241,242,241
2267,2012-03-13,19:24:26,L,5,1569,241,241,241,241
2268,2012-03-13,19:24:26,L,1,0,241,241,242,241
2269,2012-03-13,19:27:23,L,5,2804,243,243,244,243
2270,2012-03-13,19:27:23,L,1,0,241,241,242,241
2271,2012-03-13,19:29:27,L,4,516,241,241,472,241
2272,2012-03-13,19:29:28,L,1,0,238,238,239,238
2273,2012-03-13,19:29:49,L,4,1108,243,243,243,243
2274,2012-03-13,19:29:49,L,1,0,238,238,238,238
2275,2012-03-13,19:31:18,L,4,1108,243,243,472,243
2276,2012-03-13,19:31:18,L,0,0,242,242,242,242
2277,2012-03-13,19:33:03,E,5,639,240,472,472,240
2278,2012-03-13,19:33:03,L,1,0,242,242,243,242
2279,2012-03-13,19:34:13,E,5,773,244,243,244,243
2280,2012-03-13,19:34:13,L,1,0,242,241,242,241
2281,2012-03-13,19:34:20,L,4,676,240,239,472,239
2282,2012-03-13,19:34:20,L,1,0,241,241,242,241
2283,2012-03-13,19:35:12,L,5,1328,242,472,472,242
2284,2012-03-13,19:35:12,L,1,0,241,241,242,241
2285,2012-03-13,19:35:34,L,5,1785,242,242,243,242
2286,2012-03-13,19:35:34,L,1,0,242,241,242,241
2287,2012-03-13,19:36:02,L,5,1044,241,241,241,241
2288,2012-03-13,19:36:02,L,1,0,241,241,242,241
2289,2012-03-13,19:36:08,L,5,1368,242,242,242,242
2290,2012-03-13,19:36:08,L,1,0,238,238,239,238
2291,2012-03-13,19:37:16,E,4,410,240,240,240,240
2292,2012-03-13,19:37:16,L,1,0,242,242,242,242
2293,2012-03-13,19:39:32,L,4,2022,241,241,241,241
2294,2012-03-13,19:39:32,L,1,0,242,241,242,241
2295,2012-03-13,19:39:56,L,5,1004,243,243,472,243
2296,2012-03-13,19:39:56,L,1,0,242,241,242,241
2297,2012-03-13,19:40:39,E,5,808,240,239,472,239
2298,2012-03-13,19:40:39,L,1,0,242,242,243,242
2299,2012-03-13,19:41:29,L,5,1304,242,242,472,242
2300,2012-03-13,19:41:29,L,1,0,241,242,242,241
2301,2012-03-13,19:42:00,L,4,672,240,240,472,240
2302,2012-03-13,19:42:01,L,1,0,241,241,242,241
2303,2012-03-13,19:44:46,L,4,713,244,472,472,244
2304,2012-03-13,19:44:46,L,1,0,241,241,241,241
2305,2012-03-13,19:47:12,L,4,1490,242,242,472,242
2306,2012-03-13,19:47:12,L,1,0,242,242,242,242
2307,2012-03-13,19:47:32,L,5,2256,240,240,240,240
2308,2012-03-13,19:47:32,L,1,0,242,242,242,242
2309,2012-03-13,19:48:08,L,4,672,240,240,240,240
2310,2012-03-13,19:48:08,L,1,0,241,241,242,241
2311,2012-03-13,19:48:31,L,4,1233,240,240,240,240
2312,2012-03-13,19:48:32,L,1,0,241,241,242,241
2313,2012-03-13,19:49:11,L,5,1499,243,243,244,243
2314,2012-03-13,19:49:11,L,1,0,242,242,242,242
2315,2012-03-13,19:49:13,E,6,523,242,241,472,241
2316,2012-03-13,19:49:13,L,1,0,242,242,242,242
2317,2012-03-13,19:50:02,L,5,1114,243,243,244,243
2318,2012-03-13,19:50:03,L,1,0,242,242,242,242
2319,2012-03-13,19:50:37,E,15,668,243,241,243,241
2320,2012-03-13,19:50:38,L,1,0,242,242,242,242
2321,2012-03-13,19:51:17,L,5,879,242,242,242,242
2322,2012-03-13,19:51:17,L,1,0,241,241,242,241
2323,2012-03-13,19:51:29,L,4,1547,240,242,472,240
2324,2012-03-13,19:51:29,L,1,0,241,241,242,241
2325,2012-03-13,19:51:58,L,4,1294,243,243,244,243
2326,2012-03-13,19:51:58,L,1,0,242,242,242,242
2327,2012-03-13,19:54:51,E,5,341,241,240,472,240
2328,2012-03-13,19:54:51,L,1,0,241,241,242,241
2329,2012-03-13,19:55:03,L,4,1361,240,240,472,240
2330,2012-03-13,19:55:03,L,1,0,242,242,242,242
2331,2012-03-13,19:55:35,L,4,1055,242,241,472,241
2332,2012-03-13,19:55:36,L,1,0,241,241,242,241
2333,2012-03-13,19:56:01,D,535,132786,258,249,258,249
2334,2012-03-13,19:56:01,L,1,1,242,242,242,242
2335,2012-03-13,19:56:15,L,4,793,243,472,472,243
2336,2012-03-13,19:56:15,L,1,0,241,241,242,241
2337,2012-03-13,19:56:48,L,5,1330,241,241,241,241
2338,2012-03-13,19:56:48,L,1,0,238,238,238,238
2339,2012-03-13,20:00:04,E,10,670,241,241,241,241
2340,2012-03-13,20:00:04,L,1,0,242,242,242,242
2341,2012-03-13,20:00:57,L,5,5145,241,241,242,241
2342,2012-03-13,20:00:58,L,1,0,241,241,241,241
2343,2012-03-13,20:01:17,L,4,1495,240,240,241,240
2344,2012-03-13,20:01:18,L,1,0,238,238,239,238
2345,2012-03-13,20:01:34,L,5,4043,240,240,240,240
2346,2012-03-13,20:01:35,L,1,0,242,241,242,241
2347,2012-03-13,20:01:48,E,19,3609,243,242,243,242
2348,2012-03-13,20:01:48,L,1,0,242,242,242,242
2349,2012-03-13,20:02:48,L,5,1363,241,241,472,241
2350,2012-03-13,20:02:48,L,1,0,241,241,241,241
2351,2012-03-13,20:04:00,E,5,818,242,242,472,242
2352,2012-03-13,20:04:00,L,1,0,242,242,243,242
2353,2012-03-13,20:04:54,E,5,501,242,242,472,242
2354,2012-03-13,20:04:54,L,1,0,238,238,238,238
2355,2012-03-13,20:05:11,L,5,1742,244,243,472,243
2356,2012-03-13,20:05:11,L,1,0,241,241,242,241
2357,2012-03-13,20:05:21,E,5,649,240,240,240,240
2358,2012-03-13,20:05:21,L,1,0,242,242,243,242
2359,2012-03-13,20:05:23,D,49,1119,243,239,263,239
2360,2012-03-13,20:05:23,D,116,10264,241,241,242,241
2361,2012-03-13,20:05:28,L,5,2755,241,241,241,241
2362,2012-03-13,20:05:28,L,1,0,241,241,241,241
2363,2012-03-13,20:05:30,L,5,3264,241,242,472,241
2364,2012-03-13,20:05:30,L,1,0,241,241,241,241
2365,2012-03-13,20:05:31,L,4,692,243,242,472,242
2366,2012-03-13,20:05:32,L,1,0,242,241,242,241
2367,2012-03-13,20:05:37,L,4,528,240,240,472,240
2368,2012-03-13,20:05:37,L,1,0,242,241,242,241
2369,2012-03-13,20:06:54,L,4,623,243,243,472,243
2370,2012-03-13,20:06:54,L,1,0,242,242,242,242
2371,2012-03-13,20:07:33,E,5,614,240,240,241,240
2372,2012-03-13,20:07:34,L,1,0,238,238,238,238
2373,2012-03-13,20:07:48,L,5,1130,240,238,472,238
2374,2012-03-13,20:07:48,L,1,0,242,241,242,241
2375,2012-03-13,20:08:02,L,4,1233,242,242,472,242
2376,2012-03-13,20:08:02,L,1,0,242,241,242,241
2377,2012-03-13,20:08:04,L,4,877,240,239,472,239
2378,2012-03-13,20:08:04,L,1,0,238,238,239,238
2379,2012-03-13,20:08:46,L,4,830,243,243,472,243
2380,2012-03-13,20:08:46,L,1,0,238,238,238,238
2381,2012-03-13,20:08:50,L,5,1485,241,241,241,241
2382,2012-03-13,20:08:50,L,1,0,242,242,242,242
2383,2012-03-13,20:08:56,L,5,1797,241,241,241,241
2384,2012-03-13,20:08:56,L,1,0,242,242,242,242
2385,2012-03-13,20:09:09,E,5,786,241,241,242,241
2386,2012-03-13,20:09:10,L,1,0,241,241,242,241
2387,2012-03-13,20:09:13,L,5,3649,240,240,240,240
2388,2012-03-13,20:09:13,L,1,0,242,242,242,242
2389,2012-03-13,20:09:49,E,19,970,240,238,239,238
2390,2012-03-13,20:09:49,L,1,0,242,242,242,242
2391,2012-03-13,20:11:08,E,4,449,242,241,242,241
2392,2012-03-13,20:11:08,L,1,0,241,241,242,241
2393,2012-03-13,20:11:37,L,5,2500,240,240,240,240
2394,2012-03-13,20:11:38,L,1,0,238,238,239,238
2395,2012-03-13,20:12:41,L,5,1356,243,243,243,243
2396,2012-03-13,20:12:41,L,1,0,238,238,238,238
2397,2012-03-13,20:13:05,E,5,715,242,241,472,241
2398,2012-03-13,20:13:06,L,1,0,238,238,239,238
2399,2012-03-13,20:13:30,L,5,944,241,241,472,241
2400,2012-03-13,20:13:30,L,1,0,241,241,242,241
2401,2012-03-13,20:13:31,L,4,822,244,242,244,242
2402,2012-03-13,20:13:31,L,1,0,241,241,241,241
2403,2012-03-13,20:13:45,L,4,812,243,242,472,242
2404,2012-03-13,20:13:45,L,1,0,238,238,239,238
2405,2012-03-13,20:14:44,E,30,1631,239,238,239,238
2406,2012-03-13,20:14:44,L,1,0,238,238,239,238
2407,2012-03-13,20:14:58,L,5,1451,240,239,240,239
2408,2012-03-13,20:14:58,L,1,0,242,242,242,242
2409,2012-03-13,20:15:24,L,6,1699,242,242,242,242
2410,2012-03-13,20:15:24,L,1,0,241,241,242,241
2411,2012-03-13,20:15:30,L,5,3622,241,241,241,241
2412,2012-03-13,20:15:30,L,1,0,238,238,239,238
2413,2012-03-13,20:15:51,E,5,523,242,244,472,242
2414,2012-03-13,20:15:52,L,1,0,241,241,242,241
2415,2012-03-13,20:16:44,L,5,2455,241,241,241,241
2416,2012-03-13,20:16:45,L,1,0,241,241,242,241
2417,2012-03-13,20:16:58,L,4,1443,241,241,472,241
2418,2012-03-13,20:16:58,L,1,0,242,242,242,242
2419,2012-03-13,20:17:10,L,6,3184,243,243,243,243
2420,2012-03-13,20:17:10,L,1,0,241,241,242,241
2421,2012-03-13,20:17:38,L,5,994,241,241,241,241
2422,2012-03-13,20:17:38,L,1,0,242,241,242,241
2423,2012-03-13,20:17:41,E,6,307,243,242,243,242
2424,2012-03-13,20:17:41,L,0,0,241,241,241,241
2425,2012-03-13,20:18:54,E,5,435,241,240,241,240
2426,2012-03-13,20:18:54,L,1,0,242,242,242,242
2427,2012-03-13,20:19:46,L,4,1518,242,242,242,242
2428,2012-03-13,20:19:47,L,1,0,242,242,242,242
2429,2012-03-13,20:19:52,E,5,786,242,241,472,241
2430,2012-03-13,20:19:52,L,1,0,242,241,242,241
2431,2012-03-13,20:20:53,E,4,367,243,241,472,241
2432,2012-03-13,20:20:53,L,1,0,241,241,242,241
2433,2012-03-13,20:21:05,L,5,2665,241,241,241,241
2434,2012-03-13,20:21:05,L,1,0,242,242,242,242
2435,2012-03-13,20:22:09,L,4,1292,240,240,240,240
2436,2012-03-13,20:22:10,L,1,0,242,242,242,242
2437,2012-03-13,20:22:24,L,4,704,240,240,472,240
2438,2012-03-13,20:22:24,L,1,0,242,242,242,242
2439,2012-03-13,20:22:30,L,4,1171,241,242,472,241
2440,2012-03-13,20:22:30,L,1,0,241,241,242,241
2441,2012-03-13,20:23:28,E,20,195,243,232,472,232
2442,2012-03-13,20:23:28,L,1,0,238,238,239,238
2443,2012-03-13,20:23:45,E,5,639,243,242,244,242
2444,2012-03-13,20:23:45,L,1,0,242,242,242,242
2445,2012-03-13,20:24:28,E,5,792,241,241,241,241
2446,2012-03-13,20:24:28,L,1,0,238,238,238,238
2447,2012-03-13,20:25:04,L,5,916,240,240,240,240
2448,2012-03-13,20:25:04,L,1,0,242,242,242,242
2449,2012-03-13,20:25:43,L,5,1093,242,242,472,242
2450,2012-03-13,20:25:43,L,1,0,242,241,242,241
2451,2012-03-13,20:27:27,L,4,661,244,244,244,244
2452,2012-03-13,20:27:28,L,1,0,241,241,242,241
2453,2012-03-13,20:27:53,E,20,261,472,241,242,241
2454,2012-03-13,20:27:53,L,1,0,241,241,241,241
2455,2012-03-13,20:27:59,L,5,1259,241,241,241,241
2456,2012-03-13,20:28:00,L,1,0,242,241,242,241
2457,2012-03-13,20:28:02,E,5,489,242,242,242,242
2458,2012-03-13,20:28:02,L,1,0,242,242,242,242
2459,2012-03-13,20:28:32,E,5,559,242,242,472,242
2460,2012-03-13,20:28:33,L,1,0,241,241,242,241
2461,2012-03-13,20:29:19,L,5,2946,241,240,241,240
2462,2012-03-13,20:29:19,L,1,0,242,242,242,242
2463,2012-03-13,20:30:17,E,5,576,240,239,240,239
2464,2012-03-13,20:30:18,L,1,0,238,238,239,238
2465,2012-03-13,20:30:26,L,4,2576,244,244,244,244
2466,2012-03-13,20:30:26,L,1,0,242,242,242,242
2467,2012-03-13,20:30:35,E,5,546,240,240,240,240
2468,2012-03-13,20:30:36,L,1,0,242,242,242,242
2469,2012-03-13,20:30:50,L,5,4422,241,241,241,241
2470,2012-03-13,20:30:51,L,1,0,238,238,239,238
2471,2012-03-13,20:31:01,L,5,1888,240,240,241,240
2472,2012-03-13,20:31:01,L,1,0,241,241,242,241
2473,2012-03-13,20:33:18,E,12,315,241,239,472,239
2474,2012-03-13,20:33:18,L,1,0,238,238,239,238
2475,2012-03-13,20:33:48,L,4,1326,243,242,472,242
2476,2012-03-13,20:33:49,L,1,0,241,241,242,241
2477,2012-03-13,20:33:55,L,5,3639,240,240,240,240
2478,2012-03-13,20:33:55,L,1,0,241,241,242,241
2479,2012-03-13,20:34:11,L,4,534,242,243,472,242
2480,2012-03-13,20:34:12,L,1,0,241,241,242,241
2481,2012-03-13,20:37:17,E,5,588,243,242,243,242
2482,2012-03-13,20:37:17,L,1,0,242,241,242,241
2483,2012-03-13,20:37:55,L,4,825,243,243,244,243
2484,2012-03-13,20:37:55,L,1,0,242,241,242,241
2485,2012-03-13,20:38:36,L,5,2480,242,472,472,242
2486,2012-03-13,20:38:36,L,1,0,238,238,238,238
2487,2012-03-13,20:39:01,L,5,1681,241,241,472,241
2488,2012-03-13,20:39:01,L,1,0,242,242,242,242
2489,2012-03-13,20:39:08,E,5,482,241,240,472,240
2490,2012-03-13,20:39:08,L,1,0,242,242,243,242
2491,2012-03-13,20:39:40,L,5,1377,242,242,242,242
2492,2012-03-13,20:39:41,L,1,0,241,241,242,241
2493,2012-03-13,20:39:42,L,5,1779,241,242,242,241
2494,2012-03-13,20:39:42,L,1,0,242,242,242,242
2495,2012-03-13,20:39:50,E,6,1231,240,240,240,240
2496,2012-03-13,20:39:50,L,1,0,238,238,238,238
2497,2012-03-13,20:40:24,L,5,1435,243,242,243,242
2498,2012-03-13,20:40:24,L,1,0,238,238,239,238
2499,2012-03-13,20:40:51,E,15,626,243,243,245,243
2500,2012-03-13,20:40:52,L,1,0,238,238,238,238
2501,2012-03-13,20:41:27,E,5,562,244,472,472,244
2502,2012-03-13,20:41:27,L,1,0,241,241,242,241
2503,2012-03-13,20:42:00,L,4,1612,243,244,244,243
2504,2012-03-13,20:42:00,L,1,0,242,242,242,242
2505,2012-03-13,20:43:30,L,4,918,242,242,242,242
2506,2012-03-13,20:43:30,L,1,0,242,241,242,241
2507,2012-03-13,20:43:32,L,4,1777,241,242,242,241
2508,2012-03-13,20:43:32,L,1,0,242,242,242,242
2509,2012-03-13,20:43:49,L,6,3127,243,243,244,243
2510,2012-03-13,20:43:49,L,1,0,242,242,242,242
2511,2012-03-13,20:44:05,L,5,1065,240,240,472,240
2512,2012-03-13,20:44:05,L,1,0,242,242,242,242
2513,2012-03-13,20:44:24,L,5,893,242,241,243,241
2514,2012-03-13,20:44:24,L,1,0,241,241,242,241
2515,2012-03-13,20:45:05,L,4,973,243,472,472,243
2516,2012-03-13,20:45:05,L,1,0,238,238,238,238
2517,2012-03-13,20:45:13,E,4,440,243,243,472,243
2518,2012-03-13,20:45:13,L,1,0,241,241,242,241
2519,2012-03-13,20:45:33,E,5,605,241,240,472,240
2520,2012-03-13,20:45:33,L,1,0,242,242,243,242
2521,2012-03-13,20:48:11,E,11,811,241,240,241,240
2522,2012-03-13,20:48:11,L,1,0,242,242,242,242
2523,2012-03-13,20:49:04,L,4,2323,241,241,242,241
2524,2012-03-13,20:49:04,L,1,0,241,241,242,241
2525,2012-03-13,20:49:18,L,5,1751,241,241,241,241
2526,2012-03-13,20:49:19,L,1,0,238,238,238,238
2527,2012-03-13,20:50:22,L,5,1839,244,244,472,244
2528,2012-03-13,20:50:22,L,1,0,241,241,241,241
2529,2012-03-13,20:50:58,L,4,1553,243,243,472,243
2530,2012-03-13,20:50:58,L,1,0,242,242,242,242
2531,2012-03-13,20:51:29,L,4,734,243,243,472,243
2532,2012-03-13,20:51:29,L,1,0,242,241,242,241
2533,2012-03-13,20:52:21,L,4,1711,242,242,472,242
2534,2012-03-13,20:52:22,L,1,0,242,242,242,242
2535,2012-03-13,20:52:36,L,4,1187,239,472,472,239
2536,2012-03-13,20:52:36,L,1,0,242,242,242,242
2537,2012-03-13,20:52:40,L,4,1324,240,240,472,240
2538,2012-03-13,20:52:40,L,1,0,241,241,242,241
2539,2012-03-13,20:53:35,L,4,784,242,242,472,242
2540,2012-03-13,20:53:35,L,1,0,242,242,242,242
2541,2012-03-13,20:53:58,L,4,2058,240,240,241,240
2542,2012-03-13,20:53:58,L,1,0,242,242,242,242
2543,2012-03-13,20:54:38,L,5,1843,241,241,472,241
2544,2012-03-13,20:54:38,L,1,0,242,242,242,242
2545,2012-03-13,20:55:15,L,4,1111,242,242,243,242
2546,2012-03-13,20:55:15,L,1,0,241,241,242,241
2547,2012-03-13,20:56:36,L,4,1450,241,241,472,241
2548,2012-03-13,20:56:36,L,1,0,238,238,238,238
2549,2012-03-13,20:56:49,L,4,1092,239,240,472,239
2550,2012-03-13,20:56:49,L,1,0,242,242,242,242
2551,2012-03-13,20:56:58,L,3,564,240,472,472,240
2552,2012-03-13,20:56:58,L,1,0,242,242,242,242
2553,2012-03-13,20:57:48,L,4,1232,242,472,472,242
2554,2012-03-13,20:57:48,L,1,0,242,242,242,242
2555,2012-03-13,20:59:12,L,5,1305,240,240,472,240
2556,2012-03-13,20:59:13,L,1,0,238,238,238,238
2557,2012-03-13,20:59:16,L,4,1763,242,472,472,242
2558,2012-03-13,20:59:16,L,1,0,241,242,242,241
2559,2012-03-13,21:00:37,E,7,422,242,241,241,241
2560,2012-03-13,21:00:37,L,1,0,242,241,242,241
2561,2012-03-13,21:01:03,L,4,913,240,239,472,239
2562,2012-03-13,21:01:03,L,1,0,242,242,242,242
2563,2012-03-13,21:02:04,E,5,748,241,239,472,239
2564,2012-03-13,21:02:04,L,1,0,242,242,242,242
2565,2012-03-13,21:02:16,L,5,2449,241,241,242,241
2566,2012-03-13,21:02:17,L,1,0,238,238,239,238
2567,2012-03-13,21:03:30,L,4,743,241,241,472,241
2568,2012-03-13,21:03:30,L,0,0,242,242,242,242
2569,2012-03-13,21:04:10,L,4,1536,241,240,472,240
2570,2012-03-13,21:04:10,L,1,0,242,241,242,241
2571,2012-03-13,21:04:18,E,17,2217,242,241,241,241
2572,2012-03-13,21:04:19,L,1,0,242,242,242,242
2573,2012-03-13,21:04:25,L,4,1211,242,242,472,242
2574,2012-03-13,21:04:26,L,1,0,242,242,242,242
2575,2012-03-13,21:04:51,L,4,1393,240,240,240,240
2576,2012-03-13,21:04:52,L,1,0,238,238,239,238
2577,2012-03-13,21:05:58,E,4,434,242,242,472,242
2578,2012-03-13,21:05:58,L,1,0,241,241,242,241
2579,2012-03-13,21:07:32,L,5,1894,242,242,243,242
2580,2012-03-13,21:07:32,L,1,0,238,238,238,238
2581,2012-03-13,21:07:48,L,4,1123,241,241,472,241
2582,2012-03-13,21:07:48,L,1,0,241,241,242,241
2583,2012-03-13,21:08:15,L,6,1936,242,242,244,242
2584,2012-03-13,21:08:15,L,1,0,242,242,242,242
2585,2012-03-13,21:08:27,E,7,410,242,241,242,241
2586,2012-03-13,21:08:27,L,1,0,242,242,243,242
2587,2012-03-13,21:09:29,L,6,5167,240,240,241,240
2588,2012-03-13,21:09:29,L,1,0,238,238,239,238
2589,2012-03-13,21:10:22,L,5,1887,244,243,243,243
2590,2012-03-13,21:10:22,L,1,0,242,242,242,242
2591,2012-03-13,21:10:53,L,5,967,243,243,243,243
2592,2012-03-13,21:10:53,L,1,0,242,242,242,242
2593,2012-03-13,21:12:01,E,41,4874,241,240,241,240
2594,2012-03-13,21:12:01,L,1,0,242,242,242,242
2595,2012-03-13,21:12:30,L,5,956,240,472,472,240
2596,2012-03-13,21:12:30,L,1,0,238,238,238,238
2597,2012-03-13,21:13:29,E,12,531,243,239,240,239
2598,2012-03-13,21:13:29,L,1,0,242,242,242,242
2599,2012-03-13,21:14:50,L,5,1794,243,243,244,243
2600,2012-03-13,21:14:51,L,1,0,242,242,242,242
2601,2012-03-13,21:15:01,E,5,593,243,243,472,243
2602,2012-03-13,21:15:01,L,1,0,242,242,242,242
2603,2012-03-13,21:15:28,D,458,17688,242,241,242,241
2604,2012-03-13,21:15:29,L,1,0,242,242,242,242
2605,2012-03-13,21:15:43,L,4,1500,242,242,472,242
2606,2012-03-13,21:15:43,L,1,0,241,241,242,241
2607,2012-03-13,21:16:53,L,4,866,244,244,245,244
2608,2012-03-13,21:16:54,L,1,0,241,241,241,241
2609,2012-03-13,21:17:20,L,5,1182,244,472,472,244
2610,2012-03-13,21:17:21,L,1,0,241,241,241,241
2611,2012-03-13,21:17:28,L,5,2030,244,244,472,244
2612,2012-03-13,21:17:28,L,1,0,242,241,242,241
2613,2012-03-13,21:18:13,L,4,1199,240,241,472,240
2614,2012-03-13,21:18:14,L,1,0,242,242,242,242
2615,2012-03-13,21:20:17,L,5,1214,242,242,472,242
2616,2012-03-13,21:20:18,L,1,0,242,241,242,241
2617,2012-03-13,21:23:41,L,4,1473,241,240,241,240
2618,2012-03-13,21:23:42,L,1,0,242,242,242,242
2619,2012-03-13,21:24:23,E,34,826,241,238,242,238
2620,2012-03-13,21:24:23,L,1,0,242,241,242,241
2621,2012-03-13,21:25:43,E,8,866,240,240,240,240
2622,2012-03-13,21:25:43,L,1,0,241,242,242,241
2623,2012-03-13,21:26:00,L,4,1412,242,243,472,242
2624,2012-03-13,21:26:00,L,1,0,241,241,241,241
2625,2012-03-13,21:28:17,L,4,1307,243,243,243,243
2626,2012-03-13,21:28:18,L,1,0,238,238,239,238
2627,2012-03-13,21:28:37,L,4,735,242,241,472,241
2628,2012-03-13,21:28:37,L,1,0,242,242,242,242
2629,2012-03-13,21:30:16,E,56,1855,243,239,243,239
2630,2012-03-13,21:30:16,L,1,0,242,242,242,242
2631,2012-03-13,21:31:28,L,4,720,241,241,472,241
2632,2012-03-13,21:31:28,L,1,0,242,242,242,242
2633,2012-03-13,21:32:16,L,4,914,240,472,472,240
2634,2012-03-13,21:32:16,L,1,0,242,242,242,242
2635,2012-03-13,21:32:19,L,5,1824,240,240,241,240
2636,2012-03-13,21:32:20,L,1,0,241,242,242,241
2637,2012-03-13,21:32:30,L,5,1173,241,239,472,239
2638,2012-03-13,21:32:31,L,1,0,242,242,242,242
2639,2012-03-13,21:32:33,L,4,1132,241,240,241,240
2640,2012-03-13,21:32:34,L,1,0,242,242,242,242
2641,2012-03-13,21:33:07,E,14,1495,242,241,241,241
2642,2012-03-13,21:33:07,L,1,0,242,241,242,241
2643,2012-03-13,21:34:46,L,5,1110,241,241,242,241
2644,2012-03-13,21:34:46,L,1,0,241,241,242,241
2645,2012-03-13,21:37:04,L,5,927,241,241,242,241
2646,2012-03-13,21:37:04,L,1,0,238,238,239,238
2647,2012-03-13,21:41:20,L,5,1034,242,242,472,242
2648,2012-03-13,21:41:20,L,1,0,242,242,242,242
2649,2012-03-13,21:43:09,L,4,1186,242,472,472,242
2650,2012-03-13,21:43:10,L,1,0,242,242,242,242
2651,2012-03-13,21:45:17,E,13,1537,243,243,243,243
2652,2012-03-13,21:45:17,L,1,0,241,241,242,241
2653,2012-03-13,21:46:23,L,6,5087,241,241,242,241
2654,2012-03-13,21:46:23,L,1,0,241,241,242,241
2655,2012-03-13,21:46:34,L,4,1013,240,240,472,240
2656,2012-03-13,21:46:34,L,1,0,242,242,242,242
2657,2012-03-13,21:47:24,L,5,1508,240,240,241,240
2658,2012-03-13,21:47:24,L,1,0,242,242,242,242
2659,2012-03-13,21:47:43,E,11,490,242,241,242,241
2660,2012-03-13,21:47:43,L,1,0,241,241,242,241
2661,2012-03-13,21:49:42,E,5,649,241,241,472,241
2662,2012-03-13,21:49:42,L,1,0,242,242,242,242
2663,2012-03-13,21:50:16,L,4,1360,242,239,472,239
2664,2012-03-13,21:50:16,L,0,0,242,242,242,242
2665,2012-03-13,21:50:42,L,4,1159,241,241,241,241
2666,2012-03-13,21:50:42,L,1,0,241,241,242,241
2667,2012-03-13,21:51:13,L,6,1776,240,240,241,240
