EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,H,EAS,SNRatio_s,SNRatio_n,AbsSignal_s,AbsSignal_n,TotalNoise_s,TotalNoise_n,NNear3,Theta,dt2_s,dt2_n,ng_s,ng_n,Crit1,Crit2
10823,2013-03-09  21:52:19,E,18,473,240,237,237,237,239,586.7,1.0,13.303429999999999,0.46317470000000005,334.967,113.859,25.179,245.823,19.0,0.5340708000000001,1.2149860000000001,1.963961,21.0,7.0,4.849342296948278,28.722265682553118
10824,2013-03-09  21:52:19,C,0,6523242,242,242,243,242,0,586.7,,,,,,,,,,,,,,,
10825,2013-03-09  21:52:23,E,10,155,240,226,470,226,4,586.6,1.0,9.575385,1000.0,156.615,16.33,16.356,0.0,5.0,0.8639379999999999,2.209605,1.914854,17.0,3.0,4.9107597662629,0.0
10826,2013-03-09  21:52:24,C,0,6535054,242,242,243,242,1,586.6,,,,,,,,,,,,,,,
10827,2013-03-09  21:52:27,L,7,2777,241,241,470,241,3,586.5,0.0,0.5906812,382.7512,422.747,1158.205,715.694,3.026,30.0,0.26703540000000003,1.778002,0.9580231,31.0,73.0,0.22881398749678586,0.0015432512813342656
10828,2013-03-09  21:52:27,C,0,6540760,242,242,242,242,0,586.5,,,,,,,,,,,,,,,
10829,2013-03-09  21:54:57,E,9,209,244,237,238,237,150,586.1,1.0,12.94675,1.585475,173.603,110.793,13.409,69.88,8.0,0.17278759999999999,0.8944271999999999,2.160247,10.0,3.0,8.050765152639963,8.165850211061944
10830,2013-03-09  21:54:57,C,0,6532829,242,242,242,242,0,586.1,,,,,,,,,,,,,,,
10831,2013-03-09  21:55:56,E,8,76,469,242,470,242,59,587.5,0.0,0.9511554,0.05692202,36.551,3.233,38.428,56.797,1.0,0.5183628,1.612452,0.0,5.0,0.0,10.0,16.70979699370539
10832,2013-03-09  21:55:56,C,0,6530138,242,242,242,242,0,587.5,,,,,,,,,,,,,,,
10833,2013-03-09  21:56:00,E,19,146,245,241,469,241,4,587.6,0.0,0.8144745,0.04671171,43.699,3.339,53.653,71.481,1.0,0.7696901999999999,2.360387,1.0,7.0,0.0,10.0,17.4361938515122
10834,2013-03-09  21:56:00,C,0,6529520,242,242,242,242,0,587.6,,,,,,,,,,,,,,,
10835,2013-03-09  21:56:02,E,9,119,41,131,470,41,2,587.7,0.0,0.8443021,0.3409014,42.297,15.165,50.097,44.485,1.0,0.5654866999999999,1.7320509999999998,1.7320509999999998,8.0,2.0,4.0,2.4766750328299794
10836,2013-03-09  21:56:03,C,0,6519724,102,101,242,101,1,587.7,,,,,,,,,,,,,,,
10837,2013-03-09  21:56:03,E,9,103,86,242,469,86,0,587.7,0.0,1.0553629999999998,0.29155040000000004,26.859,11.076,25.45,37.99,0.0,0.2042035,1.0,0.0,4.0,1.0,0.0,3.619831867128417
10838,2013-03-09  21:56:04,C,0,6537828,159,41,242,41,1,587.7,,,,,,,,,,,,,,,
10839,2013-03-09  21:56:05,E,28,302,109,86,470,86,1,587.5,0.0,1.139956,0.30353800000000003,45.523,16.524,39.934,54.438,0.0,1.021018,0.7071068,4.242641000000001,6.0,1.0,36.000001697056234,3.7555628642743466
10840,2013-03-09  21:56:06,C,0,6536295,115,237,242,115,1,587.5,,,,,,,,,,,,,,,
10841,2013-03-09  21:56:07,E,9,185,23,38,471,23,1,587.6,0.0,1.352837,1.535654,60.948,36.137,45.052,23.532,1.0,1.178097,2.618615,1.7320509999999998,7.0,3.0,1.5433549159893045,0.8809517597570962
10842,2013-03-09  21:56:08,C,0,6535377,38,101,242,38,1,587.6,,,,,,,,,,,,,,,
10843,2013-03-09  21:56:08,E,10,113,181,75,470,75,0,587.4,0.0,3.718568,0.3406636,60.04,16.746,16.146,49.157,1.0,1.382301,2.853569,0.7071068,7.0,2.0,0.8672906805477633,10.915660482487603
10844,2013-03-09  21:56:09,C,0,5914874,40,40,350,40,1,587.4,,,,,,,,,,,,,,,
10845,2013-03-09  21:56:10,E,7,104,92,131,469,92,1,587.5,0.0,1.111594,0.2007862,35.023,10.369,31.507,51.642,2.0,1.3508850000000001,4.191829,2.12132,7.0,2.0,1.7712125184495833,5.5362089113263115
10846,2013-03-09  21:56:10,C,0,6537491,62,95,242,62,0,587.5,,,,,,,,,,,,,,,
10847,2013-03-09  21:56:11,E,10,164,236,43,470,43,1,588.1,0.0,2.233515,0.803424,43.931,28.814,19.669,35.864,1.0,0.8011060999999999,2.5495099999999997,1.224745,6.0,2.0,1.4411533981039495,2.7799947957323536
10848,2013-03-09  21:56:12,C,0,6553675,117,67,242,67,1,588.1,,,,,,,,,,,,,,,
10849,2013-03-09  21:56:13,E,40,510,45,45,470,45,1,588.1,0.0,0.9430818999999999,1.347689,43.875,37.99,46.523,28.189,1.0,1.476549,3.05505,2.0,6.0,4.0,0.9819806549810968,0.6997772083025251
10850,2013-03-09  21:56:14,C,0,6546047,26,43,242,26,1,588.1,,,,,,,,,,,,,,,
10851,2013-03-09  21:56:14,E,9,126,239,142,470,142,0,588.5,0.0,1.6789479999999999,0.45443890000000003,45.706,20.931,27.223,46.059,1.0,1.3508850000000001,4.342480999999999,1.224745,7.0,2.0,0.9871332770367909,3.6945517919139763
10852,2013-03-09  21:56:15,C,0,6554526,242,239,242,239,1,588.5,,,,,,,,,,,,,,,
10853,2013-03-09  21:56:16,E,8,95,62,79,471,62,1,588.6,0.0,1.322742,0.2910688,65.526,21.744,49.538,74.704,1.0,0.6440265000000001,2.915476,1.7320509999999998,8.0,3.0,1.5842362162016308,4.544431964152299
10854,2013-03-09  21:56:16,C,0,6551288,54,60,242,54,0,588.6,,,,,,,,,,,,,,,
10855,2013-03-09  21:56:17,E,33,442,50,50,470,50,1,588.6,0.0,0.3326433,0.32905490000000004,26.673,20.048,80.185,60.926,0.0,0.5183628,1.5811389999999999,3.082207,6.0,2.0,5.848075975609988,1.010904998422194
10856,2013-03-09  21:56:18,C,0,6549550,27,62,242,27,1,588.6,,,,,,,,,,,,,,,
10857,2013-03-09  21:56:18,E,30,356,54,43,469,43,0,588.6,0.0,0.9786986999999999,0.0432384,44.659,3.135,45.631,72.505,0.0,1.193805,1.7320509999999998,2.0,5.0,0.0,10.0,22.63494374487363
10858,2013-03-09  21:56:19,C,0,6090471,73,49,294,49,1,588.6,,,,,,,,,,,,,,,
10859,2013-03-09  21:56:20,E,8,106,232,47,470,47,1,588.7,0.0,0.5480432,0.8419254999999999,40.975,18.732,74.766,22.249,1.0,1.099557,2.309401,2.236068,6.0,1.0,5.80947527086028,0.650940304523835
10860,2013-03-09  21:56:20,C,0,6558650,44,55,243,44,0,588.7,,,,,,,,,,,,,,,
10861,2013-03-09  21:56:21,E,11,123,238,225,471,225,1,588.8,0.0,0.8373427,0.05443496,32.998,3.117,39.408,57.261,1.0,1.099557,3.291403,3.0,6.0,0.0,10.0,15.382444246064075
10862,2013-03-09  21:56:21,C,0,5783791,118,116,254,116,0,588.8,,,,,,,,,,,,,,,
10863,2013-03-09  21:56:21,E,7,65,469,239,470,239,0,588.8,0.0,2.18317,0.8978978999999999,72.8,17.94,33.346,19.98,1.0,1.2095129999999998,2.0310099999999998,1.0,8.0,2.0,1.9694634689144812,2.4314238850106524
10864,2013-03-09  21:56:22,C,0,6572621,242,242,243,242,1,588.8,,,,,,,,,,,,,,,
10865,2013-03-09  21:56:23,E,11,237,87,87,470,87,1,588.5,0.0,1.7773900000000002,0.4385103,85.48,23.302,48.093,53.139,0.0,0.8168141,4.062019,1.870829,10.0,4.0,1.1514157122357132,4.053244705518925
10866,2013-03-09  21:56:23,C,0,4523296,26,50,104,26,0,588.5,,,,,,,,,,,,,,,
10867,2013-03-09  21:56:24,E,10,104,138,153,469,138,1,587.9,0.0,1.928841,0.0,42.882,0.0,22.232,36.469,1.0,0.7696901999999999,2.0,0.0,6.0,-1.0,-0.0,1000.0
10868,2013-03-09  21:56:25,C,0,3151470,98,62,466,62,1,587.9,,,,,,,,,,,,,,,
10869,2013-03-09  21:56:26,E,12,132,470,145,471,145,1,587.7,0.0,2.347195,0.2350217,57.119,15.53,24.335,66.079,2.0,1.2095129999999998,2.12132,3.605551,6.0,1.0,10.198039899685103,9.987142606335608
10870,2013-03-09  21:56:26,C,0,5741085,238,52,366,52,0,587.7,,,,,,,,,,,,,,,
10871,2013-03-09  21:56:27,E,15,216,87,128,470,87,1,587.6,0.0,0.8332149,1.88828,26.962,36.153,32.359,19.146,0.0,0.7382743,1.802776,2.0,4.0,3.0,1.4792002260217947,0.44125610361080936
10872,2013-03-09  21:56:27,C,0,6470447,22,21,69,21,0,587.6,,,,,,,,,,,,,,,
10873,2013-03-09  21:56:28,E,11,149,98,91,469,91,1,587.9,0.0,4.507179,3.005439,47.713,47.519,10.586,15.811,0.0,0.7696901999999999,2.203893,1.47196,7.0,6.0,0.7792060080351754,1.499674063175748
10874,2013-03-09  21:56:29,C,0,6576534,31,17,242,17,1,587.9,,,,,,,,,,,,,,,
10875,2013-03-09  21:56:29,E,9,140,54,37,470,37,0,587.9,0.0,1.335534,0.8083511,58.662,28.032,43.924,34.678,2.0,0.7696901999999999,2.3717080000000004,1.341641,8.0,5.0,0.9050969174957457,1.6521707930603668
10876,2013-03-09  21:56:29,C,0,6598529,48,53,242,48,0,587.9,,,,,,,,,,,,,,,
10877,2013-03-09  21:56:31,E,22,335,75,41,335,41,2,588.4,0.0,4.5103290000000005,5.464329,54.584,36.152,12.102,6.616,1.0,0.8482299999999999,2.768875,1.154701,6.0,3.0,0.8340578754909485,0.8254131393079895
10878,2013-03-09  21:56:31,C,0,6206233,23,22,113,22,0,588.4,,,,,,,,,,,,,,,
10879,2013-03-09  21:56:32,E,19,271,41,43,469,41,1,588.4,0.0,0.6215715,0.4886934,37.845,26.56,60.886,54.349,2.0,0.9267698,1.354006,1.5811389999999999,6.0,2.0,3.503246662127051,1.2719046444540438
10880,2013-03-09  21:56:32,C,0,6540736,30,68,255,30,0,588.4,,,,,,,,,,,,,,,
10881,2013-03-09  21:56:33,E,23,217,210,58,470,58,1,588.5,0.0,2.0470650000000004,0.5610978,51.367,20.608,25.093,36.728,1.0,0.5340708000000001,2.12132,3.1622779999999997,6.0,1.0,8.944274319763165,3.6483210562298307
10882,2013-03-09  21:56:33,C,0,5942800,43,32,133,32,0,588.5,,,,,,,,,,,,,,,
10883,2013-03-09  21:56:34,E,10,150,89,191,470,89,1,588.5,0.0,1.59448,0.25264899999999996,63.143,28.422,39.601,112.496,2.0,1.4137170000000001,3.6912059999999998,2.236068,8.0,2.0,2.423130001414172,6.311048308879524
10884,2013-03-09  21:56:34,C,0,5489305,32,94,406,32,0,588.5,,,,,,,,,,,,,,,
10885,2013-03-09  21:56:35,E,11,164,215,211,470,211,1,588.3,0.0,0.9364759,0.3299486,61.725,27.62,65.912,83.71,1.0,0.9738937,4.077376999999999,0.5773503000000001,8.0,3.0,0.37759589069149124,2.838247581375698
10886,2013-03-09  21:56:36,C,0,6567572,26,15,227,15,1,588.3,,,,,,,,,,,,,,,
10887,2013-03-09  21:56:36,E,30,459,245,184,470,184,0,588.3,0.0,1.968827,0.8937341000000001,74.78,21.11,37.982,23.62,1.0,0.8482299999999999,3.517812,2.0,8.0,3.0,1.5160939053404028,2.202922868472865
10888,2013-03-09  21:56:36,C,0,4871526,29,31,266,29,0,588.3,,,,,,,,,,,,,,,
10889,2013-03-09  21:56:38,E,9,144,234,234,469,234,2,588.5,0.0,1.648522,0.9762331,40.613,26.165,24.636,26.802,1.0,0.8011060999999999,2.144761,2.345208,5.0,2.0,2.733647245543909,1.6886565911616571
10890,2013-03-09  21:56:38,C,0,6014604,34,54,346,34,0,588.5,,,,,,,,,,,,,,,
10891,2013-03-09  21:56:39,E,37,627,30,29,430,29,1,588.7,0.0,0.9438863000000001,0.28719520000000004,41.06,17.371,43.501,60.485,2.0,0.5026548,1.354006,2.12132,6.0,2.0,4.700097340779878,3.2865675968525627
10892,2013-03-09  21:56:40,C,0,6063746,28,16,64,16,1,588.7,,,,,,,,,,,,,,,
10893,2013-03-09  21:56:40,E,25,393,40,55,470,40,0,588.7,0.0,0.9060636000000001,0.11806019999999999,57.275,7.951,63.213,67.347,0.0,0.7539821999999999,2.236068,1.0,8.0,0.0,10.0,7.674590244059348
10894,2013-03-09  21:56:40,E,51,683,59,115,470,59,0,588.6,0.0,0.6519906999999999,0.46381320000000004,25.219,20.405,38.68,43.994,1.0,0.5026548,1.322876,1.0,4.0,1.0,3.0237149967192694,1.4057181348631271
10895,2013-03-09  21:56:41,C,0,6018647,21,36,178,21,1,588.6,,,,,,,,,,,,,,,
10896,2013-03-09  21:56:41,E,44,565,90,168,470,90,0,588.6,0.0,0.6641983,0.432554,48.974,28.084,73.734,64.926,1.0,0.8168141,3.8890870000000004,2.061553,8.0,4.0,1.0601732488884923,1.5355270285304414
10897,2013-03-09  21:56:43,E,5,32,401,242,471,242,2,588.6,0.0,2.244626,0.47234380000000004,45.108,16.191,20.096,34.278,1.0,0.7853982,2.7255409999999998,1.0,7.0,1.0,2.5682974499374622,4.752101972787429
10898,2013-03-09  21:56:43,C,0,5481984,65,40,339,40,0,588.6,,,,,,,,,,,,,,,
10899,2013-03-09  21:56:44,E,22,333,122,227,263,122,1,588.6,0.0,1.023488,0.7165691999999999,65.841,29.408,64.33,41.04,1.0,1.2095129999999998,3.1622779999999997,2.5495099999999997,8.0,2.0,3.224903060388745,1.428317408181799
10900,2013-03-09  21:56:45,C,0,5775715,33,30,57,30,1,588.6,,,,,,,,,,,,,,,
10901,2013-03-09  21:56:45,E,14,137,199,431,469,199,0,588.5,0.0,1.5140639999999999,0.9754439,51.136,23.238,33.774,23.823,1.0,0.5654866999999999,2.360387,1.154701,7.0,3.0,1.1414663499389437,1.5521795511670342
10902,2013-03-09  21:56:46,C,0,6302840,23,24,53,23,1,588.5,,,,,,,,,,,,,,,
10903,2013-03-09  21:56:46,E,22,235,133,133,469,133,0,588.5,0.0,0.5653121999999999,0.6478284000000001,34.739,33.919,61.451,52.358,2.0,0.7068583,2.390457,1.7320509999999998,7.0,3.0,1.6906609628758573,0.8726264384482306
10904,2013-03-09  21:56:46,C,0,5671048,50,67,141,50,0,588.5,,,,,,,,,,,,,,,
10905,2013-03-09  21:56:48,E,10,153,228,54,469,54,2,588.5,0.0,0.9337015,0.1698293,44.799,7.652,47.98,45.057,2.0,0.8325220999999999,3.380617,1.0,7.0,0.0,10.0,5.49788165078802
10906,2013-03-09  21:56:48,C,0,5524192,26,26,241,26,0,588.5,,,,,,,,,,,,,,,
10907,2013-03-09  21:56:49,E,9,99,92,69,469,69,1,588.5,0.0,1.038076,0.14524379999999998,70.149,10.502,67.576,72.306,0.0,0.9896017,3.446012,0.7071068,8.0,2.0,0.8207827482899073,7.147124149285145
10908,2013-03-09  21:56:49,C,0,5516685,16,16,220,16,0,588.5,,,,,,,,,,,,,,,
10909,2013-03-09  21:56:50,E,12,146,147,157,470,147,1,588.4,0.0,1.100897,0.1450164,56.923,7.263,51.706,50.084,1.0,0.8482299999999999,1.7320509999999998,1.0,5.0,0.0,10.0,7.591538544327814
10910,2013-03-09  21:56:50,C,0,4216092,19,41,286,19,0,588.4,,,,,,,,,,,,,,,
10911,2013-03-09  21:56:51,E,13,210,62,72,243,62,1,588.4,0.0,0.9664519,0.4977811,62.11,16.713,64.266,33.575,3.0,1.2095129999999998,3.872983,1.0,8.0,3.0,0.688530434207087,1.9415199957543479
10912,2013-03-09  21:56:51,E,11,200,177,70,321,70,0,588.4,0.0,1.634961,0.2204718,51.516,12.693,31.509,57.572,1.0,1.193805,3.221025,2.915476,8.0,2.0,3.620556810332115,7.415740959584023
10913,2013-03-09  21:56:52,C,0,5360599,15,18,143,15,1,588.4,,,,,,,,,,,,,,,
10914,2013-03-09  21:56:52,L,2,-20,11,11,12,11,0,588.4,0.0,1.063736,0.0,49.318,0.0,46.363,130.863,2.0,0.7696901999999999,2.44949,0.0,7.0,-1.0,-0.0,1000.0
10915,2013-03-09  21:56:53,E,23,231,186,175,470,175,1,588.4,0.0,2.309445,0.0,64.482,0.0,27.921,38.127,0.0,0.5811946,1.549193,0.0,5.0,-1.0,-0.0,1000.0
10916,2013-03-09  21:56:53,C,0,5759481,21,45,291,21,0,588.4,,,,,,,,,,,,,,,
10917,2013-03-09  21:56:53,E,7,149,29,46,59,29,0,588.4,0.0,0.745911,0.1316902,45.787,6.326,61.384,48.037,1.0,1.162389,2.915476,2.236068,6.0,1.0,4.601789896401137,5.664136272868484
10918,2013-03-09  21:56:53,C,0,6613837,34,52,243,34,0,588.4,,,,,,,,,,,,,,,
10919,2013-03-09  21:56:54,E,59,891,59,54,308,54,1,588.3,0.0,0.639372,0.40122129999999995,49.442,28.648,77.329,71.402,0.0,0.6126106,1.290994,2.160247,6.0,3.0,3.346641425134431,1.593564715016729
10920,2013-03-09  21:56:54,C,0,3614170,17,20,150,17,0,588.3,,,,,,,,,,,,,,,
10921,2013-03-09  21:56:55,L,0,0,11,11,11,11,1,588.3,0.0,0.619458,0.6013658000000001,38.884,34.08,62.771,56.671,0.0,0.5026548,1.183216,2.768875,5.0,3.0,3.9002106687761717,1.0300852704551002
10922,2013-03-09  21:56:55,C,0,5512446,24,20,240,20,0,588.3,,,,,,,,,,,,,,,
10923,2013-03-09  21:56:57,E,33,514,119,180,470,119,2,588.4,0.0,0.9719388000000001,0.1806757,52.959,7.893,54.488,43.686,1.0,0.8639379999999999,3.278719,3.0,8.0,0.0,10.0,5.3794650129150865
10924,2013-03-09  21:56:58,C,0,3589509,41,50,129,41,1,588.4,,,,,,,,,,,,,,,
10925,2013-03-09  21:56:58,E,34,567,44,36,470,36,0,588.4,0.0,2.78973,0.4549456,87.737,28.627,31.45,62.924,3.0,1.523672,5.196152,0.7071068,10.0,2.0,0.6804138908946468,6.132006620096885
10926,2013-03-09  21:56:59,E,67,1136,13,13,13,13,1,588.4,,,,,,,,,,,,,,,
10927,2013-03-09  21:57:00,E,53,599,36,15,469,15,1,588.1,0.0,0.6443829000000001,0.09735428,35.144,6.686,54.539,68.677,1.0,1.068142,2.236068,0.0,6.0,0.0,10.0,6.6189479066419805
10928,2013-03-09  21:57:00,C,0,6573955,18,27,234,18,0,588.1,,,,,,,,,,,,,,,
10929,2013-03-09  21:57:01,E,21,278,417,232,470,232,1,588.2,0.0,0.8720732,0.18673720000000002,39.293,12.469,45.057,66.773,1.0,1.303761,2.483277,2.236068,6.0,2.0,2.7013514803221708,4.670056986460363
10930,2013-03-09  21:57:01,C,0,6598174,25,19,81,19,0,588.2,,,,,,,,,,,,,,,
10931,2013-03-09  21:57:02,E,7,59,135,57,470,57,1,588.3,0.0,1.310408,0.4259103,69.905,37.748,53.346,88.629,2.0,1.00531,4.630815,1.8257419999999998,9.0,3.0,1.1827779775266338,3.0767221791328225
10932,2013-03-09  21:57:03,D,203,4479,15,18,57,15,1,588.3,,,,,,,,,,,,,,,
10933,2013-03-09  21:57:03,E,27,406,25,46,93,25,0,588.3,0.0,1.060894,0.2928309,61.534,25.488,58.002,87.04,1.0,0.8011060999999999,3.316625,1.290994,9.0,3.0,1.167747936531866,3.6228912858882953
10934,2013-03-09  21:57:04,E,15,161,214,204,470,204,1,588.2,0.0,0.8998226999999999,0.0,40.097,0.0,44.561,24.414,1.0,0.5654866999999999,2.0,0.0,6.0,-1.0,-0.0,1000.0
10935,2013-03-09  21:57:04,C,0,4698889,21,44,60,21,0,588.2,,,,,,,,,,,,,,,
10936,2013-03-09  21:57:04,E,25,353,54,54,470,54,0,588.2,0.0,0.7201335,0.5210532999999999,53.498,11.793,74.289,22.633,1.0,1.382301,2.768875,2.236068,6.0,1.0,4.845436503995305,1.3820726059801487
10937,2013-03-09  21:57:04,C,0,6445152,26,26,306,26,0,588.2,,,,,,,,,,,,,,,
10938,2013-03-09  21:57:05,E,34,535,124,131,470,124,1,588.2,0.0,0.8205610999999999,0.5664093000000001,40.539,30.372,49.404,53.622,1.0,0.9896017,1.527525,1.870829,6.0,2.0,3.674235773555261,1.4487069231497849
10939,2013-03-09  21:57:05,C,0,6584190,22,34,160,22,0,588.2,,,,,,,,,,,,,,,
10940,2013-03-09  21:57:06,E,44,877,34,33,154,33,1,588.2,0.0,1.221773,0.30069359999999995,51.075,17.384,41.804,57.813,0.0,1.3508850000000001,4.315669000000001,2.236068,8.0,1.0,4.145022243364817,4.063182497382323
10941,2013-03-09  21:57:06,C,0,6613970,23,31,238,23,0,588.2,,,,,,,,,,,,,,,
10942,2013-03-09  21:57:07,E,17,258,137,29,470,29,1,588.1,0.0,0.4133321,0.7105903,27.859,39.145,67.401,55.088,0.0,0.5340708000000001,1.290994,2.160247,6.0,3.0,3.346641425134431,0.581674320635755
10943,2013-03-09  21:57:08,E,21,399,13,13,13,13,1,588.1,,,,,,,,,,,,,,,
10944,2013-03-09  21:57:09,E,11,131,223,196,469,196,1,587.6,0.0,0.6945399999999999,0.7710411,37.169,30.928,53.516,40.112,1.0,0.6126106,1.47196,1.0,6.0,1.0,4.0761977227642054,0.9007820260357371
10945,2013-03-09  21:57:09,C,0,6475732,42,23,273,23,0,587.6,,,,,,,,,,,,,,,
10946,2013-03-09  21:57:10,E,19,231,218,27,470,27,1,587.8,0.0,1.388321,0.2944228,52.566,18.503,37.863,62.845,2.0,0.9424778,2.236068,0.0,6.0,1.0,0.0,4.715399477188792
10947,2013-03-09  21:57:10,C,0,4977746,34,53,87,34,0,587.8,,,,,,,,,,,,,,,
10948,2013-03-09  21:57:11,E,32,468,49,47,470,47,1,587.8,0.0,2.0140279999999997,0.35031609999999996,55.706,21.886,27.659,62.475,1.0,1.162389,3.139609,1.4142139999999999,7.0,3.0,1.0510330001814452,5.749172908664955
10949,2013-03-09  21:57:11,C,0,6626387,22,19,242,19,0,587.8,,,,,,,,,,,,,,,
10950,2013-03-09  21:57:12,E,21,280,192,94,470,94,1,587.7,0.0,1.439892,0.142603,36.412,6.412,25.288,44.964,0.0,0.9424778,1.7320509999999998,1.4142139999999999,7.0,1.0,5.715477200151728,10.09721204487868
10951,2013-03-09  21:57:12,C,0,4225525,22,16,33,16,0,587.7,,,,,,,,,,,,,,,
10952,2013-03-09  21:57:13,E,17,423,24,24,470,24,1,587.7,0.0,0.4347687,0.2536506,38.094,14.574,87.619,57.457,1.0,0.8011060999999999,1.870829,2.5495099999999997,6.0,2.0,4.088310583169279,1.7140459744611471
10953,2013-03-09  21:57:13,L,2,18,469,238,469,238,0,587.5,0.0,1.970115,0.5028685,33.159,7.1,16.831,14.119,1.0,0.26703540000000003,0.7071068,1.0,4.0,0.0,10.0,3.9177533826331525
10954,2013-03-09  21:57:14,C,0,6605047,63,85,266,63,1,587.5,,,,,,,,,,,,,,,
10955,2013-03-09  21:57:15,E,51,725,37,91,351,37,1,587.4,0.0,0.3655907,0.7047698,34.488,32.418,94.335,45.998,2.0,0.5497787,1.6329930000000001,2.516611,6.0,3.0,3.082206721033097,0.518737789500936
10956,2013-03-09  21:57:15,C,0,6590581,17,19,28,17,0,587.4,,,,,,,,,,,,,,,
10957,2013-03-09  21:57:16,E,16,345,29,20,303,20,1,587.4,0.0,0.48168540000000004,0.22593470000000002,37.189,21.314,77.206,94.337,0.0,0.6754424,2.853569,2.7080130000000002,7.0,3.0,2.2143137243220687,2.1319673418140956
10958,2013-03-09  21:57:16,C,0,6617427,15,18,241,15,0,587.4,,,,,,,,,,,,,,,
10959,2013-03-09  21:57:17,E,7,120,49,42,471,42,1,587.2,0.0,0.7855890999999999,0.5705034000000001,45.279,27.662,57.637,48.487,0.0,1.319469,4.488079,2.738613,7.0,4.0,1.0678450067389633,1.3770103235259146
10960,2013-03-09  21:57:17,C,0,5488496,16,21,133,16,0,587.2,,,,,,,,,,,,,,,
10961,2013-03-09  21:57:18,E,31,485,31,31,361,31,1,587.2,0.0,1.341332,0.394214,46.17,22.143,34.421,56.17,1.0,0.8796459000000001,1.7795130000000001,2.0,6.0,1.0,6.743418002565869,3.4025487405700017
10962,2013-03-09  21:57:18,E,7,106,72,41,458,41,0,587.2,0.0,0.9334700999999999,0.2815458,45.951,18.468,49.226,65.595,0.0,0.8796459000000001,1.9578900000000001,3.1622779999999997,6.0,1.0,9.690875381150114,3.315517238033848
10963,2013-03-09  21:57:19,C,0,6584198,16,14,112,14,1,587.2,,,,,,,,,,,,,,,
10964,2013-03-09  21:57:20,E,6,71,417,469,469,417,1,587.2,0.0,1.707819,0.4738871,52.553,26.55,30.772,56.026,1.0,0.7696901999999999,2.738613,1.7320509999999998,8.0,2.0,2.529822212923111,3.603851445648611
10965,2013-03-09  21:57:20,E,13,234,42,117,232,42,0,587.2,,,,,,,,,,,,,,,
10966,2013-03-09  21:57:20,E,13,282,43,23,469,23,0,587.2,0.0,1.2663010000000001,0.163668,71.313,10.634,56.316,64.973,4.0,1.162389,3.49285,2.915476,10.0,2.0,4.173491561332437,7.737010218461094
10967,2013-03-09  21:57:20,C,0,6615836,20,38,83,20,0,587.2,,,,,,,,,,,,,,,
10968,2013-03-09  21:57:21,E,8,200,56,92,371,56,1,587.1,0.0,0.880482,0.20411629999999997,50.272,13.805,57.096,67.633,2.0,1.335177,2.798809,4.242641000000001,6.0,1.0,9.09524229770592,4.313628307410555
10969,2013-03-09  21:57:21,C,0,5209856,18,26,29,18,0,587.1,,,,,,,,,,,,,,,
10970,2013-03-09  21:57:21,E,47,785,33,24,118,24,0,587.1,0.0,1.083807,0.1313805,58.57,8.136,54.041,61.927,2.0,0.7068583,2.280351,2.0,10.0,0.0,10.0,8.249373149746441
10971,2013-03-09  21:57:22,E,41,559,73,40,451,40,1,586.8,0.0,1.7734189999999999,0.22891140000000001,48.01,16.293,27.072,71.176,0.0,1.256637,2.683282,1.914854,5.0,3.0,1.189373063782835,7.747184246697483
10972,2013-03-09  21:57:22,C,0,6594115,15,15,36,15,0,586.8,,,,,,,,,,,,,,,
10973,2013-03-09  21:57:22,E,31,375,53,81,469,53,0,586.8,0.0,0.28665640000000003,0.08259182,23.908,6.618,83.403,80.129,1.0,1.021018,1.7795130000000001,2.0,6.0,0.0,10.0,3.470759609064737
10974,2013-03-09  21:57:23,E,25,331,98,98,470,98,1,586.6,0.0,1.553598,0.30460740000000003,59.958,11.53,38.593,37.852,4.0,0.8168141,2.0,2.236068,6.0,1.0,6.708204,5.100328189782449
10975,2013-03-09  21:57:24,C,0,6594135,24,14,38,14,1,586.6,,,,,,,,,,,,,,,
10976,2013-03-09  21:57:24,E,21,300,34,26,470,26,0,586.5,0.0,2.213189,0.34491869999999997,70.178,19.322,31.709,56.019,3.0,1.5079639999999999,3.741657,2.6457509999999997,9.0,2.0,3.1819804701499894,6.416551957490957
10977,2013-03-09  21:57:25,C,0,4860318,18,21,72,18,1,586.5,,,,,,,,,,,,,,,
10978,2013-03-09  21:57:27,E,6,87,32,55,470,32,2,586.3,0.0,1.944361,2.682875,55.424,63.34,28.505,23.609,2.0,1.335177,2.828427,1.802776,7.0,4.0,1.115410791934881,0.7247301912532366
10979,2013-03-09  21:57:28,C,0,5673740,17,17,219,17,1,586.3,,,,,,,,,,,,,,,
10980,2013-03-09  21:57:29,E,9,130,51,51,469,51,1,586.3,0.0,1.313125,0.9539287000000001,52.223,32.197,39.77,33.752,0.0,0.9267698,2.768875,0.7071068,6.0,2.0,0.766130793192181,1.3765447374832531
10981,2013-03-09  21:57:30,C,0,6620592,17,47,243,17,1,586.3,,,,,,,,,,,,,,,
10982,2013-03-09  21:57:31,E,30,542,48,21,471,21,1,586.2,0.0,2.048161,0.6971071999999999,85.736,30.412,41.86,43.626,3.0,1.303761,2.9277,1.118034,7.0,4.0,0.6682923455272056,2.938085344765774
10983,2013-03-09  21:57:31,C,0,6577497,31,31,266,31,0,586.2,,,,,,,,,,,,,,,
