N,H,t,Clin1,Clin2,Comp
13535,384.40,19:47:59,-2.6,-13.4,1460
13536,384.20,19:48:00,-2.8,-13.6,1435
13537,384.20,19:48:00,-2.8,-13.6,1435
13538,383.20,19:48:05,0.3,-14.0,1440
13539,383.20,19:48:05,0.3,-14.0,1440
13540,382.80,19:48:12,-3.6,-12.5,1467
13541,382.80,19:48:12,-3.6,-12.5,1467
13542,383.00,19:48:16,4.6,-12.8,1139
13543,383.00,19:48:16,4.6,-12.8,1139
13544,383.20,19:48:52,3.3,-12.4,1135
13545,383.20,19:48:52,3.3,-12.4,1135
13546,382.80,19:49:01,-2.6,-12.5,1430
13547,382.80,19:49:01,-2.6,-12.5,1430
13548,383.40,19:49:29,1.7,-12.4,1217
13549,383.40,19:49:29,1.7,-12.4,1217
13550,383.90,19:49:31,-1.6,-12.5,1513
13551,383.90,19:49:31,-1.6,-12.5,1513
13552,383.00,19:49:35,3.7,-11.6,1252
13553,383.00,19:49:35,3.7,-11.6,1252
13554,381.60,19:49:38,-4.2,-11.7,1411
13555,381.60,19:49:38,-4.2,-11.7,1411
13556,381.70,19:49:39,1.1,-13.3,1242
13557,381.70,19:49:39,1.1,-13.3,1242
13558,382.10,19:50:04,3.5,-12.1,1139
13559,382.10,19:50:04,3.5,-12.1,1139
13560,382.50,19:50:19,0.5,-12.5,1395
13561,382.50,19:50:19,0.5,-12.5,1395
13562,382.40,19:50:23,-0.8,-12.5,1326
13563,382.40,19:50:23,-0.8,-12.5,1326
13564,384.50,19:50:57,-2.6,-11.9,1432
13565,384.50,19:50:57,-2.6,-11.9,1432
13566,385.50,19:51:13,0.9,-12.5,1261
13567,385.50,19:51:13,0.9,-12.5,1261
13568,381.70,19:51:50,4.3,-13.1,1211
13569,381.70,19:51:50,4.3,-13.1,1211
13570,382.10,19:52:19,2.3,-13.1,1368
13571,382.10,19:52:19,2.3,-13.1,1368
13572,382.30,19:52:31,-0.8,-12.7,1367
13573,382.30,19:52:31,-0.8,-12.7,1367
13574,384.00,19:52:43,1.2,-12.3,1292
13575,384.00,19:52:43,1.2,-12.3,1292
13576,385.80,19:53:03,-2.5,-12.7,1352
13577,385.80,19:53:03,-2.5,-12.7,1352
13578,383.90,19:53:15,-1.4,-12.1,1528
13579,383.90,19:53:15,-1.4,-12.1,1528
13580,381.80,19:53:28,0.4,-13.3,1418
13581,381.80,19:53:28,0.4,-13.3,1418
13582,382.30,19:53:43,6.2,-11.5,1250
13583,382.30,19:53:43,6.2,-11.5,1250
13584,383.70,19:53:53,-2.5,-13.1,1388
13585,383.70,19:53:53,-2.5,-13.1,1388
13586,383.10,19:53:55,5.1,-12.5,1053
13587,383.10,19:53:55,5.1,-12.5,1053
13588,383.00,19:54:02,4.5,-12.0,1247
13589,383.00,19:54:02,4.5,-12.0,1247
13590,385.40,19:54:17,1.9,-11.6,1203
13591,385.40,19:54:17,1.9,-11.6,1203
13592,386.20,19:54:21,2.5,-11.4,1220
13593,386.20,19:54:21,2.5,-11.4,1220
13594,387.80,19:54:43,2.2,-11.6,1210
13595,387.80,19:54:43,2.2,-11.6,1210
13596,386.50,19:55:02,-2.4,-12.5,1442
13597,386.50,19:55:02,-2.4,-12.5,1442
13598,386.30,19:55:09,-0.1,-12.4,1251
13599,386.30,19:55:09,-0.1,-12.4,1251
13600,386.60,19:55:15,-3.2,-13.0,1280
13601,386.60,19:55:15,-3.2,-13.0,1280
13602,386.70,19:55:41,-0.5,-11.1,1248
13603,386.70,19:55:41,-0.5,-11.1,1248
13604,386.90,19:55:43,2.4,-11.3,1208
13605,386.90,19:55:43,2.4,-11.3,1208
13606,388.50,19:55:55,4.3,-11.8,1143
13607,388.50,19:55:55,4.3,-11.8,1143
13608,388.50,19:55:56,4.5,-12.5,1233
13609,388.50,19:55:56,4.5,-12.5,1233
13610,387.70,19:55:59,-1.3,-13.3,1292
13611,387.70,19:55:59,-1.3,-13.3,1292
13612,385.20,19:56:30,4.7,-12.0,1240
13613,385.20,19:56:30,4.7,-12.0,1240
13614,384.00,19:56:48,4.9,-11.9,1005
13615,384.00,19:56:48,4.9,-11.9,1005
13616,382.90,19:56:50,1.2,-12.0,1559
13617,382.90,19:56:50,1.2,-12.0,1559
13618,381.70,19:56:54,5.5,-12.0,1377
13619,381.70,19:56:54,5.5,-12.0,1377
13620,381.50,19:56:57,1.1,-12.8,1368
13621,381.50,19:56:57,1.1,-12.8,1368
13622,379.80,19:57:15,0.6,-13.4,1248
13623,379.80,19:57:15,0.6,-13.4,1248
13624,381.00,19:57:27,3.0,-10.8,1360
13625,381.00,19:57:27,3.0,-10.8,1360
13626,385.70,19:57:57,2.2,-10.7,1091
13627,385.70,19:57:57,2.2,-10.7,1091
13628,386.90,19:57:59,4.2,-10.2,1039
13629,386.90,19:57:59,4.2,-10.2,1039
13630,388.70,19:58:10,-3.6,-11.3,1454
13631,388.70,19:58:10,-3.6,-11.3,1454
13632,389.80,19:58:28,2.2,-11.6,1307
13633,389.80,19:58:28,2.2,-11.6,1307
13634,391.10,19:58:39,-0.4,-11.2,1360
13635,391.10,19:58:39,-0.4,-11.2,1360
13636,391.40,19:58:48,4.1,-12.1,1414
13637,391.40,19:58:48,4.1,-12.1,1414
13638,389.30,19:58:56,3.9,-11.6,989
13639,389.30,19:58:56,3.9,-11.6,989
13640,383.90,19:59:05,-2.1,-8.5,1419
13641,383.90,19:59:05,-2.1,-8.5,1419
13642,383.30,19:59:07,3.0,-10.9,1425
13643,383.30,19:59:07,3.0,-10.9,1425
13644,384.50,19:59:27,0.0,-14.3,1642
13645,384.50,19:59:27,0.0,-14.3,1642
13646,383.60,19:59:30,-3.1,-13.6,1298
13647,383.60,19:59:30,-3.1,-13.6,1298
13648,383.30,19:59:34,2.3,-13.2,1230
13649,383.30,19:59:34,2.3,-13.2,1230
13650,384.20,19:59:39,4.1,-12.0,990
13651,384.20,19:59:39,4.1,-12.0,990
13652,383.80,19:59:53,-2.5,-13.6,1553
13653,383.80,19:59:53,-2.5,-13.6,1553
13654,383.40,19:59:58,-3.5,-12.1,1673
13655,383.40,19:59:58,-3.5,-12.1,1673
13656,383.60,20:00:08,-3.8,-13.2,1481
13657,383.60,20:00:08,-3.8,-13.2,1481
13658,384.20,20:00:24,2.5,-12.4,1264
13659,384.20,20:00:24,2.5,-12.4,1264
13660,383.80,20:00:36,3.2,-13.7,980
13661,383.80,20:00:36,3.2,-13.7,980
13662,383.10,20:00:43,0.4,-12.3,1282
13663,383.10,20:00:43,0.4,-12.3,1282
13664,385.70,20:00:59,3.5,-12.7,1066
13665,385.70,20:00:59,3.5,-12.7,1066
13666,385.50,20:01:11,3.0,-12.8,1099
13667,385.50,20:01:11,3.0,-12.8,1099
13668,385.20,20:01:14,-2.4,-13.0,1260
13669,385.20,20:01:14,-2.4,-13.0,1260
13670,379.00,20:01:39,-0.2,-13.0,1364
13671,379.00,20:01:39,-0.2,-13.0,1364
13672,378.60,20:01:40,2.0,-14.0,1331
13673,378.60,20:01:40,2.0,-14.0,1331
13674,380.00,20:01:52,-0.6,-13.2,1805
13675,380.00,20:01:52,-0.6,-13.2,1805
13676,378.80,20:01:59,4.9,-14.1,1087
13677,378.80,20:01:59,4.9,-14.1,1087
13678,377.70,20:02:13,5.3,-13.7,1047
13679,377.70,20:02:13,5.3,-13.7,1047
13680,379.10,20:02:19,4.4,-13.5,1138
13681,379.10,20:02:19,4.4,-13.5,1138
13682,384.20,20:03:04,-2.8,-13.4,1560
13683,384.20,20:03:04,-2.8,-13.4,1560
13684,383.60,20:03:08,2.8,-14.5,1115
13685,383.60,20:03:08,2.8,-14.5,1115
13686,381.10,20:03:16,3.1,-14.0,1232
13687,381.10,20:03:16,3.1,-14.0,1232
13688,380.20,20:03:22,5.3,-13.6,1405
13689,380.20,20:03:22,5.3,-13.6,1405
13690,376.80,20:04:05,2.9,-15.2,1276
13691,376.80,20:04:05,2.9,-15.2,1276
13692,375.20,20:04:38,-4.0,-12.6,1621
13693,375.20,20:04:38,-4.0,-12.6,1621
13694,376.30,20:04:51,-4.4,-12.5,1612
13695,376.30,20:04:51,-4.4,-12.5,1612
13696,376.50,20:04:54,5.3,-14.0,1118
13697,376.50,20:04:54,5.3,-14.0,1118
13698,378.00,20:05:40,1.0,-15.1,1305
13699,378.00,20:05:40,1.0,-15.1,1305
13700,378.00,20:05:41,3.2,-13.8,1188
13701,378.00,20:05:41,3.2,-13.8,1188
13702,377.10,20:05:57,-6.7,-13.4,1385
13703,377.10,20:05:57,-6.7,-13.4,1385
13704,375.50,20:06:04,-2.0,-13.7,1575
13705,375.50,20:06:04,-2.0,-13.7,1575
13706,375.40,20:06:05,2.1,-15.2,1194
13707,375.40,20:06:05,2.1,-15.2,1194
13708,374.20,20:06:19,-6.0,-13.9,1680
13709,374.20,20:06:19,-6.0,-13.9,1680
13710,373.90,20:06:54,-3.8,-16.0,1766
13711,373.90,20:06:54,-3.8,-16.0,1766
13712,375.00,20:06:59,7.5,-14.6,1417
13713,375.00,20:06:59,7.5,-14.6,1417
13714,375.40,20:07:00,-0.5,-14.2,1465
13715,375.40,20:07:00,-0.5,-14.2,1465
13716,381.10,20:07:39,4.7,-14.7,1254
13717,381.10,20:07:39,4.7,-14.7,1254
13718,381.10,20:07:42,-4.5,-11.9,1374
13719,381.10,20:07:42,-4.5,-11.9,1374
13720,379.20,20:07:56,5.2,-14.7,1195
13721,379.20,20:07:56,5.2,-14.7,1195
13722,375.20,20:08:13,-5.0,-13.3,1452
13723,375.20,20:08:13,-5.0,-13.3,1452
13724,374.50,20:08:25,0.8,-14.1,1653
13725,374.50,20:08:25,0.8,-14.1,1653
13726,375.40,20:08:34,0.5,-12.0,1350
13727,375.40,20:08:34,0.5,-12.0,1350
13728,374.40,20:08:37,-2.4,-14.2,1277
13729,374.40,20:08:37,-2.4,-14.2,1277
13730,376.60,20:08:43,-3.7,-10.9,1530
13731,376.60,20:08:43,-3.7,-10.9,1530
13732,377.30,20:08:46,4.3,-16.5,1200
13733,377.30,20:08:46,4.3,-16.5,1200
13734,375.70,20:08:58,-4.1,-13.9,1564
13735,375.70,20:08:58,-4.1,-13.9,1564
13736,375.40,20:09:04,-3.7,-14.2,1755
13737,375.40,20:09:04,-3.7,-14.2,1755
13738,374.00,20:09:09,-0.2,-14.0,1452
13739,374.00,20:09:09,-0.2,-14.0,1452
13740,374.60,20:09:12,1.1,-14.4,1287
13741,374.60,20:09:12,1.1,-14.4,1287
13742,374.60,20:09:12,4.7,-14.5,1194
13743,374.60,20:09:12,4.7,-14.5,1194
13744,376.10,20:09:20,8.2,-12.9,1264
13745,376.10,20:09:20,8.2,-12.9,1264
13746,376.30,20:09:26,2.0,-14.6,1226
13747,376.30,20:09:26,2.0,-14.6,1226
13748,375.80,20:09:30,-2.1,-15.1,1421
13749,375.80,20:09:30,-2.1,-15.1,1421
13750,377.80,20:09:42,8.8,-17.5,1121
13751,377.80,20:09:42,8.8,-17.5,1121
13752,377.20,20:09:43,5.4,-16.2,1484
13753,377.20,20:09:43,5.4,-16.2,1484
13754,371.10,20:10:02,4.3,-14.9,1262
13755,371.10,20:10:02,4.3,-14.9,1262
13756,368.10,20:10:31,-0.2,-16.3,1287
13757,368.10,20:10:31,-0.2,-16.3,1287
13758,369.10,20:10:35,0.9,-16.6,1295
13759,369.10,20:10:35,0.9,-16.6,1295
13760,369.90,20:10:43,-0.4,-17.1,1342
13761,369.90,20:10:43,-0.4,-17.1,1342
13762,373.90,20:11:05,4.6,-15.2,1346
13763,373.90,20:11:05,4.6,-15.2,1346
13764,371.50,20:11:42,-4.9,-16.2,1469
13765,371.50,20:11:42,-4.9,-16.2,1469
13766,372.90,20:11:45,2.4,-16.6,1397
13767,372.90,20:11:45,2.4,-16.6,1397
13768,372.90,20:11:47,-4.8,-13.4,1661
13769,372.90,20:11:47,-4.8,-13.4,1661
13770,372.90,20:11:47,0.7,-15.3,1620
13771,372.90,20:11:47,0.7,-15.3,1620
13772,373.40,20:11:49,3.8,-15.9,1149
13773,373.40,20:11:49,3.8,-15.9,1149
13774,373.00,20:11:50,-1.6,-19.6,1281
13775,373.00,20:11:50,-1.6,-19.6,1281
13776,373.10,20:11:52,-4.2,-15.1,1800
13777,373.10,20:11:52,-4.2,-15.1,1800
13778,373.10,20:11:53,-3.4,-16.8,1564
13779,373.10,20:11:53,-3.4,-16.8,1564
13780,372.50,20:11:55,7.1,-15.2,1244
13781,372.50,20:11:55,7.1,-15.2,1244
13782,371.70,20:11:56,2.8,-15.4,1209
13783,371.70,20:11:56,2.8,-15.4,1209
13784,371.00,20:11:57,-3.4,-16.1,1497
13785,371.00,20:11:57,-3.4,-16.1,1497
13786,370.90,20:11:59,1.5,-17.5,1505
13787,370.90,20:11:59,1.5,-17.5,1505
13788,370.50,20:12:00,1.7,-15.2,1219
13789,370.50,20:12:00,1.7,-15.2,1219
13790,370.20,20:12:02,1.6,-15.8,1441
13791,370.20,20:12:02,1.6,-15.8,1441
13792,370.20,20:12:03,-4.4,-15.6,1400
13793,370.20,20:12:03,-4.4,-15.6,1400
13794,370.20,20:12:04,3.4,-15.7,1377
13795,370.20,20:12:04,3.4,-15.7,1377
13796,370.20,20:12:06,0.4,-15.1,1228
13797,370.20,20:12:06,0.4,-15.1,1228
13798,370.60,20:12:07,0.8,-14.6,1356
13799,370.60,20:12:07,0.8,-14.6,1356
13800,370.20,20:12:09,-0.3,-14.2,1339
13801,370.20,20:12:09,-0.3,-14.2,1339
13802,370.20,20:12:10,1.0,-13.8,1306
13803,370.20,20:12:10,1.0,-13.8,1306
13804,371.00,20:12:11,2.1,-15.5,1381
13805,371.00,20:12:11,2.1,-15.5,1381
13806,372.20,20:12:13,-2.3,-17.5,1382
13807,372.20,20:12:13,-2.3,-17.5,1382
13808,372.70,20:12:14,2.8,-16.6,1253
13809,372.70,20:12:14,2.8,-16.6,1253
13810,372.10,20:12:16,-0.1,-15.0,1458
13811,372.10,20:12:16,-0.1,-15.0,1458
13812,372.70,20:12:17,-1.0,-15.1,1481
13813,372.70,20:12:17,-1.0,-15.1,1481
13814,373.10,20:12:19,1.7,-14.1,1301
13815,373.10,20:12:19,1.7,-14.1,1301
13816,373.10,20:12:19,2.2,-16.6,1111
13817,373.10,20:12:19,2.2,-16.6,1111
13818,375.60,20:12:23,-6.4,-12.8,1596
13819,375.60,20:12:23,-6.4,-12.8,1596
13820,376.90,20:12:29,-5.3,-14.6,1342
13821,376.90,20:12:29,-5.3,-14.6,1342
13822,377.00,20:12:30,-2.5,-13.6,1549
13823,377.00,20:12:30,-2.5,-13.6,1549
13824,377.00,20:12:41,-0.3,-14.7,1302
13825,377.00,20:12:41,-0.3,-14.7,1302
13826,378.80,20:12:54,-4.8,-19.5,1239
13827,378.80,20:12:54,-4.8,-19.5,1239
13828,374.10,20:13:22,8.2,-15.6,1134
13829,374.10,20:13:22,8.2,-15.6,1134
13830,374.00,20:13:26,-6.9,-13.4,1481
13831,374.00,20:13:26,-6.9,-13.4,1481
13832,373.90,20:13:31,-4.8,-15.6,1581
13833,373.90,20:13:31,-4.8,-15.6,1581
13834,371.10,20:13:46,5.1,-17.1,1221
13835,371.10,20:13:46,5.1,-17.1,1221
13836,369.50,20:13:48,-4.6,-15.2,1676
13837,369.50,20:13:48,-4.6,-15.2,1676
13838,367.50,20:13:52,5.5,-16.4,1203
13839,367.50,20:13:52,5.5,-16.4,1203
13840,368.60,20:14:14,5.2,-18.8,1188
13841,368.60,20:14:14,5.2,-18.8,1188
13842,368.90,20:14:20,3.5,-16.6,1186
13843,368.90,20:14:20,3.5,-16.6,1186
13844,373.00,20:14:34,2.4,-13.7,1323
13845,373.00,20:14:34,2.4,-13.7,1323
13846,373.00,20:14:34,-5.9,-14.3,1772
13847,373.00,20:14:34,-5.9,-14.3,1772
13848,376.90,20:14:51,-9.4,-12.0,1817
13849,376.90,20:14:51,-9.4,-12.0,1817
13850,374.00,20:15:15,-2.1,-16.1,1563
13851,374.00,20:15:15,-2.1,-16.1,1563
13852,373.40,20:15:22,-2.9,-15.3,1541
13853,373.40,20:15:22,-2.9,-15.3,1541
13854,373.20,20:15:23,-4.1,-15.1,1800
13855,373.20,20:15:23,-4.1,-15.1,1800
13856,373.00,20:15:28,6.7,-16.5,1054
13857,373.00,20:15:28,6.7,-16.5,1054
13858,372.80,20:15:37,-4.0,-11.7,1732
13859,372.80,20:15:37,-4.0,-11.7,1732
13860,376.40,20:15:45,-5.4,-16.5,1524
13861,376.40,20:15:45,-5.4,-16.5,1524
13862,377.40,20:15:58,2.9,-15.4,1196
13863,377.40,20:15:58,2.9,-15.4,1196
13864,376.10,20:16:04,0.7,-18.1,1620
13865,376.10,20:16:04,0.7,-18.1,1620
13866,376.30,20:16:12,-6.6,-16.2,1608
13867,376.30,20:16:12,-6.6,-16.2,1608
13868,371.50,20:16:31,-3.2,-16.4,1585
13869,371.50,20:16:31,-3.2,-16.4,1585
13870,370.30,20:16:55,-4.3,-16.7,1539
13871,370.30,20:16:55,-4.3,-16.7,1539
13872,371.80,20:17:04,5.0,-17.4,1156
13873,371.80,20:17:04,5.0,-17.4,1156
13874,375.40,20:17:35,2.2,-14.8,1405
13875,375.40,20:17:35,2.2,-14.8,1405
13876,375.20,20:17:51,4.0,-15.5,1429
13877,375.20,20:17:51,4.0,-15.5,1429
13878,372.40,20:18:06,0.3,-16.3,1325
13879,372.40,20:18:06,0.3,-16.3,1325
13880,372.50,20:18:10,4.6,-17.5,1295
13881,372.50,20:18:10,4.6,-17.5,1295
13882,372.10,20:18:12,-1.5,-17.1,1370
13883,372.10,20:18:12,-1.5,-17.1,1370
13884,372.60,20:18:25,2.9,-15.1,1114
13885,372.60,20:18:25,2.9,-15.1,1114
13886,372.20,20:18:45,-1.4,-17.3,1552
13887,372.20,20:18:45,-1.4,-17.3,1552
13888,372.00,20:18:58,-5.9,-14.4,1401
13889,372.00,20:18:58,-5.9,-14.4,1401
13890,371.20,20:19:15,6.4,-18.8,1196
13891,371.20,20:19:15,6.4,-18.8,1196
13892,371.60,20:19:24,-6.4,-16.3,1663
13893,371.60,20:19:24,-6.4,-16.3,1663
13894,373.30,20:19:32,4.9,-15.5,1572
13895,373.30,20:19:32,4.9,-15.5,1572
13896,372.70,20:19:46,-2.4,-15.8,1668
13897,372.70,20:19:46,-2.4,-15.8,1668
13898,370.70,20:19:58,-4.6,-13.0,1690
13899,370.70,20:19:58,-4.6,-13.0,1690
13900,370.50,20:20:01,8.2,-15.2,1057
13901,370.50,20:20:01,8.2,-15.2,1057
13902,375.00,20:20:12,-4.2,-15.2,1237
13903,375.00,20:20:12,-4.2,-15.2,1237
13904,375.80,20:20:15,-3.9,-13.2,1512
13905,375.80,20:20:15,-3.9,-13.2,1512
13906,378.20,20:20:20,-0.5,-13.3,1365
13907,378.20,20:20:20,-0.5,-13.3,1365
13908,377.60,20:20:22,-1.6,-16.9,1135
13909,377.60,20:20:22,-1.6,-16.9,1135
13910,377.80,20:20:32,4.3,-14.7,1453
13911,377.80,20:20:32,4.3,-14.7,1453
13912,375.00,20:21:03,7.1,-14.6,1246
13913,375.00,20:21:03,7.1,-14.6,1246
13914,373.10,20:21:08,5.1,-15.9,1469
13915,373.10,20:21:08,5.1,-15.9,1469
13916,375.70,20:21:19,-3.5,-15.2,1442
13917,375.70,20:21:19,-3.5,-15.2,1442
13918,375.70,20:21:20,2.0,-15.4,1320
13919,375.70,20:21:20,2.0,-15.4,1320
13920,374.20,20:21:26,-1.6,-15.1,1536
13921,374.20,20:21:26,-1.6,-15.1,1536
13922,374.10,20:21:40,2.8,-17.8,1278
13923,374.10,20:21:40,2.8,-17.8,1278
13924,375.00,20:21:47,-4.7,-16.1,1540
13925,375.00,20:21:47,-4.7,-16.1,1540
13926,375.40,20:21:55,-8.8,-14.0,1620
13927,375.40,20:21:55,-8.8,-14.0,1620
13928,375.30,20:21:56,-1.5,-15.6,1235
13929,375.30,20:21:56,-1.5,-15.6,1235
13930,375.00,20:21:58,5.6,-12.0,1213
13931,375.00,20:21:58,5.6,-12.0,1213
13932,377.90,20:22:12,-0.9,-17.2,1554
13933,377.90,20:22:12,-0.9,-17.2,1554
13934,377.60,20:22:13,-8.9,-12.7,1664
13935,377.60,20:22:13,-8.9,-12.7,1664
13936,376.80,20:22:17,5.4,-13.0,1041
13937,376.80,20:22:17,5.4,-13.0,1041
13938,375.60,20:22:23,1.8,-16.6,1495
13939,375.60,20:22:23,1.8,-16.6,1495
13940,375.10,20:22:43,-2.2,-15.2,1411
13941,375.10,20:22:43,-2.2,-15.2,1411
13942,365.30,20:23:13,1.2,-15.1,1479
13943,365.30,20:23:13,1.2,-15.1,1479
13944,366.70,20:23:27,-3.5,-15.0,1578
13945,366.70,20:23:27,-3.5,-15.0,1578
13946,366.90,20:23:30,4.1,-14.3,1383
13947,366.90,20:23:30,4.1,-14.3,1383
13948,368.60,20:23:33,-5.1,-15.3,1331
13949,368.60,20:23:33,-5.1,-15.3,1331
13950,369.40,20:24:14,-3.8,-15.4,1464
13951,369.40,20:24:14,-3.8,-15.4,1464
13952,369.80,20:24:18,-6.0,-14.5,1579
13953,369.80,20:24:18,-6.0,-14.5,1579
13954,366.80,20:24:31,5.2,-16.5,1131
13955,366.80,20:24:31,5.2,-16.5,1131
13956,366.20,20:24:35,-5.5,-16.0,1341
13957,366.20,20:24:35,-5.5,-16.0,1341
13958,364.80,20:24:38,11.6,-17.1,1043
13959,364.80,20:24:38,11.6,-17.1,1043
13960,364.10,20:24:46,-3.6,-16.4,1915
13961,364.10,20:24:46,-3.6,-16.4,1915
13962,367.30,20:25:17,-7.6,-15.4,1716
13963,367.30,20:25:17,-7.6,-15.4,1716
13964,367.20,20:25:20,-0.3,-16.9,1339
13965,367.20,20:25:20,-0.3,-16.9,1339
13966,365.00,20:25:40,7.7,-15.6,1171
13967,365.00,20:25:40,7.7,-15.6,1171
13968,365.10,20:25:43,-2.2,-13.6,1432
13969,365.10,20:25:43,-2.2,-13.6,1432
13970,367.40,20:25:48,1.5,-14.9,1416
13971,367.40,20:25:48,1.5,-14.9,1416
13972,367.20,20:25:51,-6.1,-13.6,1360
13973,367.20,20:25:51,-6.1,-13.6,1360
13974,369.00,20:26:02,-1.8,-15.4,1630
13975,369.00,20:26:02,-1.8,-15.4,1630
13976,367.40,20:26:19,1.5,-15.3,1302
13977,367.40,20:26:19,1.5,-15.3,1302
13978,366.40,20:26:26,4.3,-16.9,979
13979,366.40,20:26:26,4.3,-16.9,979
13980,365.60,20:26:29,8.2,-15.9,1146
13981,365.60,20:26:29,8.2,-15.9,1146
13982,359.70,20:26:45,2.4,-13.3,1346
13983,359.70,20:26:45,2.4,-13.3,1346
13984,363.80,20:26:56,-0.5,-15.3,1345
13985,363.80,20:26:56,-0.5,-15.3,1345
13986,363.60,20:26:58,2.8,-13.5,1242
13987,363.60,20:26:58,2.8,-13.5,1242
13988,364.60,20:27:10,2.3,-13.6,1643
13989,364.60,20:27:10,2.3,-13.6,1643
13990,365.60,20:27:13,-1.2,-11.6,1099
13991,365.60,20:27:13,-1.2,-11.6,1099
13992,366.30,20:27:16,9.5,-10.3,694
13993,366.30,20:27:16,9.5,-10.3,694
13994,366.10,20:27:31,0.5,-11.7,1391
13995,366.10,20:27:31,0.5,-11.7,1391
13996,366.50,20:27:32,2.7,-16.3,1606
13997,366.50,20:27:32,2.7,-16.3,1606
13998,366.60,20:27:36,6.0,-12.8,1246
13999,366.60,20:27:36,6.0,-12.8,1246
14000,365.70,20:27:40,4.7,-13.5,1305
14001,365.70,20:27:40,4.7,-13.5,1305
14002,362.90,20:27:43,-2.2,-13.6,1472
14003,362.90,20:27:43,-2.2,-13.6,1472
14004,361.00,20:27:46,3.2,-12.5,1492
14005,361.00,20:27:46,3.2,-12.5,1492
14006,359.00,20:27:52,4.3,-13.9,909
14007,359.00,20:27:52,4.3,-13.9,909
14008,354.00,20:28:18,-2.1,-11.7,1426
14009,354.00,20:28:18,-2.1,-11.7,1426
14010,354.00,20:28:33,3.2,-11.7,1102
14011,354.00,20:28:33,3.2,-11.7,1102
14012,354.90,20:28:36,-3.9,-8.2,1867
14013,354.90,20:28:36,-3.9,-8.2,1867
14014,358.00,20:28:52,-0.7,-11.3,1296
14015,358.00,20:28:52,-0.7,-11.3,1296
14016,358.30,20:28:59,2.0,-12.5,1330
14017,358.30,20:28:59,2.0,-12.5,1330
14018,349.60,20:29:26,0.5,-10.7,1295
14019,349.60,20:29:26,0.5,-10.7,1295
14020,347.60,20:29:39,-0.7,-10.4,1295
14021,347.60,20:29:39,-0.7,-10.4,1295
14022,347.20,20:29:40,4.1,-10.1,1049
14023,347.20,20:29:40,4.1,-10.1,1049
14024,346.80,20:29:49,-0.4,-12.3,1444
14025,346.80,20:29:49,-0.4,-12.3,1444
14026,346.90,20:30:04,2.8,-10.8,1208
14027,346.90,20:30:04,2.8,-10.8,1208
14028,347.10,20:30:05,1.0,-10.4,1338
14029,347.10,20:30:05,1.0,-10.4,1338
14030,345.80,20:30:16,2.2,-8.9,980
14031,345.80,20:30:16,2.2,-8.9,980
14032,345.50,20:30:19,4.2,-9.7,960
14033,345.50,20:30:19,4.2,-9.7,960
14034,345.00,20:30:21,-1.4,-12.6,1669
14035,345.00,20:30:21,-1.4,-12.6,1669
14036,344.40,20:30:29,0.5,-11.1,1415
14037,344.40,20:30:29,0.5,-11.1,1415
14038,340.40,20:30:37,0.3,-11.5,1335
14039,340.40,20:30:37,0.3,-11.5,1335
14040,333.40,20:31:05,3.4,-11.3,1123
14041,333.40,20:31:05,3.4,-11.3,1123
14042,334.00,20:31:08,-1.5,-12.5,1579
14043,334.00,20:31:08,-1.5,-12.5,1579
14044,332.70,20:31:29,4.8,-8.5,1522
14045,332.70,20:31:29,4.8,-8.5,1522
14046,331.40,20:31:36,3.3,-12.5,1162
14047,331.40,20:31:36,3.3,-12.5,1162
14048,330.50,20:31:39,0.3,-10.4,1163
14049,330.50,20:31:39,0.3,-10.4,1163
14050,330.10,20:31:42,-5.3,-5.8,1510
14051,330.10,20:31:42,-5.3,-5.8,1510
14052,327.30,20:32:03,0.9,-10.2,1037
14053,327.30,20:32:03,0.9,-10.2,1037
14054,327.40,20:32:07,-1.4,-10.0,1326
14055,327.40,20:32:07,-1.4,-10.0,1326
14056,328.60,20:32:16,1.6,-10.4,1305
14057,328.60,20:32:16,1.6,-10.4,1305
14058,328.30,20:32:17,-0.7,-8.8,1334
14059,328.30,20:32:17,-0.7,-8.8,1334
14060,329.50,20:32:37,1.6,-8.3,1271
14061,329.50,20:32:37,1.6,-8.3,1271
14062,327.70,20:32:48,1.6,-7.3,1295
14063,327.70,20:32:48,1.6,-7.3,1295
14064,327.40,20:32:51,1.0,-8.4,1134
14065,327.40,20:32:51,1.0,-8.4,1134
14066,325.00,20:33:09,3.1,-7.3,973
14067,325.00,20:33:09,3.1,-7.3,973
14068,324.70,20:33:12,-1.1,-8.2,1496
14069,324.70,20:33:12,-1.1,-8.2,1496
14070,309.10,20:33:50,-1.4,-8.1,1428
14071,309.10,20:33:50,-1.4,-8.1,1428
14072,308.40,20:33:51,-2.3,-7.9,1516
14073,308.40,20:33:51,-2.3,-7.9,1516
14074,308.10,20:33:52,-0.7,-7.3,1663
14075,308.10,20:33:52,-0.7,-7.3,1663
14076,307.40,20:33:54,2.2,-7.3,980
14077,307.40,20:33:54,2.2,-7.3,980
14078,307.40,20:34:08,4.4,-7.4,1020
14079,307.40,20:34:08,4.4,-7.4,1020
14080,307.10,20:34:14,0.2,-7.9,1143
14081,307.10,20:34:14,0.2,-7.9,1143
14082,309.30,20:34:40,-1.1,-8.8,1630
14083,309.30,20:34:40,-1.1,-8.8,1630
14084,313.20,20:34:51,0.1,-8.1,1224
